loan_application_id_1,address_1,degree_1,occupation_1,salary_1,is_risky_1,risk_profile_1,apply_agent_id_1,apply_date_1,application_uuid_1,approval_status_1,application_type_1,rejection_reason_1,applied_for_loan_start_time_1,loan_application_id_0,address_0,degree_0,occupation_0,salary_0,is_risky_0,risk_profile_0,apply_agent_id_0,apply_date_0,application_uuid_0,approval_status_0,application_type_0,rejection_reason_0,applied_for_loan_start_time_0,applicant_id_0,applicant_id_1,corp_id,pn_id,src_work_for_start_time,name_0,gender_0,birthday_0,name_1,gender_1,birthday_1
3000000v_5985,666\ Christopher\ Hills\ Port\ Lauren\ \ DC\ 97187,Master,Proofreader,285680,False,,b51b395fb818c823d6182033f2d3fd33,2002-11-17,ca7cd00ae1cbea21c06b3ac8fb7519e7,Approved,Loan,,2002-11-17,3000000v_11,63153\ Shawn\ Burgs\ Suite\ 053\ Natalieville\ \ PA\ 94401,Bachelor,Surveyor\ \ land/geomatics,221273,False,,36afc08c98f34713fb6fee30a7be0bc8,1997-07-07,fcc60acdc93e8905e4b504cee57a42da,Approved,Loan,,1997-07-07,200000040345,200000057081,50000008,100000041,2022-03-06,Michael Sanchez,M,1964-10-31,Michael Stout,F,1933-10-06
3000000v_5986,0025\ Weber\ Trail\ Suite\ 196\ Robinsonberg\ \ OH\ 65728,PhD,Diagnostic\ radiographer,635116,False,,924ff38904dc3240815cba3a253fee90,2019-02-13,7bedf5bca32d6dc8462a020b736395a5,Approved,Credit,,2019-02-13,3000000v_12,Unit\ 7581\ Box\ 3231\ DPO\ AE\ 50804,Bachelor,Engineer\ \ materials,425774,False,,1a0d973e62a09896a50d544be4dc9298,2003-04-02,6f5a784c1088b87dea12b769a81d3126,Approved,Loan,,2003-04-02,200000040346,200000092555,50000002,100000026015,2022-03-05,Steve Jefferson,M,2010-04-22,Jennifer Soto,M,1940-05-05
3000000v_8693,817\ Courtney\ Avenue\ Apt\.\ 153\ Melissaland\ \ KS\ 32865,Master,Special\ effects\ artist,625541,False,,ebbc67c019afd7b22d985adc4db769e7,2006-09-05,33b9dfb949aeb947f689bc5c40343a2c,Approved,Credit,,2006-09-05,3000000v_2719,240\ April\ River\ Suite\ 973\ Lake\ Shaun\ \ ME\ 71214,Bachelor,Cartographer,516586,False,,f17bcd332619ccfcc9b2c2e06ec364ac,1998-05-12,7cd114071e01f66d0d6f57e0951a0a5f,Approved,Credit,,1998-05-12,200000043116,200000092555,50000005669,100000026187,2020-01-27,Katie Waters,F,2018-02-23,Jennifer Soto,M,1940-05-05
3000000v_5987,974\ Kevin\ Inlet\ Gregtown\ \ FL\ 84938,Bachelor,Insurance\ account\ manager,771300,False,,764326c7b0ef0b7c66b83e84081973b2,1996-06-07,ea7ea48fcac0bf6b0285d71e020da33c,Approved,Credit,,1996-06-07,3000000v_13,7352\ Bryant\ Valley\ Connieview\ \ FL\ 22790,Master,Geophysicist/field\ seismologist,437588,False,,27a6def90a0d5a92a38f4c66f6ac8844,1997-11-10,d5c2748dd456d91e853304452bbbca64,Approved,Loan,,1997-11-10,200000040346,200000099536,50000006933,10000005,2020-06-24,Steve Jefferson,M,2010-04-22,Tyrone Jones,M,1911-03-02
3000000v_5988,32732\ Cameron\ Ridge\ Apt\.\ 810\ Johnsonside\ \ WY\ 19250,PhD,Actor,112868,False,,2fafad0655454c77f61e06e6eedc63ce,2022-05-11,e68a17fc994f6b89d34b6de06519df06,Approved,Loan,,2022-05-11,3000000v_14,1278\ Martin\ Branch\ Ericamouth\ \ FL\ 45778,Bachelor,Engineer\ \ mining,985378,False,,669ddf3cd6dc5a1abbd6c785e5c2f820,2016-11-23,430cef3d203247d271424e58cded182f,Approved,Loan,,2016-11-23,200000040347,200000042319,50000001,10000001,2021-04-28,Stephen Carrillo,F,1926-11-17,Carla Browning,M,1950-06-26
3000000v_5989,200\ Ruiz\ Creek\ North\ Victorport\ \ NH\ 58207,Master,Theatre\ manager,896980,False,,2cb1427d3fe47732dc7f6366eca7966f,2019-03-09,2d55ef3135d0e4422c04e1b9da0f49c1,Approved,Loan,,2019-03-09,3000000v_15,21714\ Erica\ Valley\ Apt\.\ 546\ East\ Jeffrey\ \ WY\ 85638,PhD,Theatre\ stage\ manager,33090,False,,ebfaadf8b4af25dc4762096afb6afd90,1995-01-10,cdd7f4f0444f6f029d93a647e819a900,Approved,Loan,,1995-01-10,200000040348,200000068887,50000003702,100000023042,2022-02-28,James Trevino,F,1939-09-10,Judy Shaw,F,1957-10-05
3000000v_5990,8167\ Gates\ Wall\ East\ Samuelberg\ \ MI\ 18777,Master,Personnel\ officer,12696,False,,538dc2106699df6066559b7acc6e8d1c,2005-08-31,2ed2eee88c1ad5c037ce6750f2a7482c,Approved,Credit,,2005-08-31,3000000v_16,0638\ Francis\ Dale\ Apt\.\ 643\ Gutierrezmouth\ \ RI\ 34073,Master,Theatre\ director,436005,False,,13cf75659f8b92b8a9aa77ca1fe0eb1d,1997-12-20,217605a688554882a0080b60d66e41b8,Approved,Credit,,1997-12-20,200000040349,200000088819,50000002279,100000066331,2020-11-17,Paige Stephens,F,1907-02-11,Becky Henderson,F,1972-07-21
3000000v_5991,01284\ Christopher\ Coves\ Apt\.\ 509\ Mccoymouth\ \ NE\ 00991,Master,Systems\ developer,991430,False,,8af9954b3e8c744071cffdbd63e8ed9d,2010-02-25,9cb836158fbee2c14a69ef590912c50c,Approved,Loan,,2010-02-25,3000000v_17,06361\ Smith\ Junctions\ Lake\ Leah\ \ KS\ 69555,Bachelor,Mental\ health\ nurse,628614,False,,c5f297b93c99407421fc9ec93f500851,1992-12-22,3f3045348b7798276fdaf8ecdded9f19,Approved,Credit,,1992-12-22,200000040350,200000085954,50000008,10000001,2019-09-14,David Richard,M,1977-03-31,Paul Downs,F,1924-04-14
3000000v_11476,303\ Tiffany\ Summit\ West\ Donnatown\ \ AK\ 96972,Bachelor,Field\ trials\ officer,296249,False,,571510a109e95ff2f566e217754ff2e4,2021-10-01,8e3f9840db724bf2307586d304d3910e,Approved,Credit,,2021-10-01,3000000v_5502,6556\ Anthony\ Locks\ Suite\ 186\ Millsshire\ \ WV\ 94871,PhD,Surveyor\ \ mining,501917,False,,fa7565ac2f2e0ec97a3fa57bece7683c,2015-11-23,6c503c0572c4f1fcf7d60ff1c6e6f2d3,Approved,Loan,,2015-11-23,200000046090,200000085954,50000008675,10000001,2021-01-18,Sharon Woods,F,1998-09-21,Paul Downs,F,1924-04-14
3000000v_5992,USS\ Rivera\ FPO\ AA\ 69503,Master,Computer\ games\ developer,120041,False,,704e26c24b3cf0df0d862e9ea1b15482,2013-05-24,95a267281f0e60f6f03894e389c066ab,Approved,Credit,,2013-05-24,3000000v_18,07454\ Chen\ Crossing\ Apt\.\ 510\ Lauraside\ \ WY\ 53805,Master,Senior\ tax\ professional/tax\ inspector,845514,False,,a4c5676e83b91ed0977ffbbd7c6843a2,2011-02-12,ae86dbcf48a92141c6bb8006a1c7dab7,Approved,Loan,,2011-02-12,200000040350,200000097006,50000001494,100000026526,2021-11-09,David Richard,M,1977-03-31,Kelli Cruz,F,1922-12-30
3000000v_7712,59056\ Weaver\ Village\ Smithborough\ \ TX\ 36170,PhD,Actuary,428748,False,,5dd54c0561aac73b320589550d312381,1994-06-16,3c3e2e3a02d6b7449bb67850d55bb379,Approved,Loan,,1994-06-16,3000000v_1738,350\ Albert\ Square\ Grahamfort\ \ WA\ 89334,Bachelor,Insurance\ account\ manager,471338,False,,98a7328416e22fc224057666339f5a88,1998-08-23,8016113245a438b8f9b3d5b079774974,Approved,Loan,,1998-08-23,200000042118,200000097006,50000002264,100000015560,2022-06-03,Michelle Hahn,F,1946-09-11,Kelli Cruz,F,1922-12-30
3000000v_5993,08046\ Dawn\ Roads\ New\ Michaelshire\ \ CA\ 01228,Bachelor,Furniture\ conservator/restorer,675372,False,,db0c6d9b0e175ad324964f5359d41052,1995-01-29,b9b61d9e57e488e481afaec523b90590,Approved,Credit,,1995-01-29,3000000v_19,0073\ Wu\ Lane\ Suite\ 442\ East\ Jasonview\ \ AK\ 03622,Master,Consulting\ civil\ engineer,154479,False,,cbf9d43d6f88029be48e1a088ae783d0,2017-04-13,1fe64485ab8a748d934cd1c8b1f02db0,Approved,Credit,,2017-04-13,200000040352,200000099419,50000006416,10000001,2020-11-26,Laura Hurst,M,2010-02-11,Nichole Lester,F,1969-08-03
3000000v_5994,727\ Tracey\ Passage\ Apt\.\ 242\ Port\ Crystalborough\ \ NM\ 40278,Master,Lexicographer,508026,False,,8b1a32103172a18b74602339eb8ae214,1995-09-03,115f5c91f21d7a59b21278e0e9eb73c2,Approved,Loan,,1995-09-03,3000000v_20,Unit\ 9008\ Box\ 8207\ DPO\ AA\ 82192,Bachelor,Designer\ \ television/film\ set,607709,False,,a7f71746308ee09d77d1f03a26a32493,1996-04-25,0db3c4d132171966c481a1a822522f30,Rejected,Credit,On our avoid audience student record camera possible.,1996-04-25,200000040354,200000077437,50000005890,10000005279,2019-10-26,Rachel Allen,F,1966-01-01,Jason Lee,M,1967-08-25
3000000v_5995,94413\ Ashley\ Radial\ Suite\ 303\ North\ Brentfurt\ \ NV\ 89830,Master,Recruitment\ consultant,840637,False,,f9dc8d38e99a47d823ea61ce040f95f0,2019-09-09,c2762556d3d166ea97dfefc23732d3df,Approved,Loan,,2019-09-09,3000000v_21,757\ Chang\ Creek\ Suite\ 212\ Andersonchester\ \ AL\ 50891,Master,Medical\ illustrator,621772,False,,0690dcdd037877e0eda2ca1ae2db9faf,2020-06-10,265de61586af9108a5e2746d89233fb2,Approved,Credit,,2020-06-10,200000040355,200000092426,5000000313,100000057903,2022-03-24,Karen Hansen,F,1935-06-16,Ashley Parks,M,1945-01-05
3000000v_5996,9281\ Campbell\ Meadows\ Natashafort\ \ MO\ 63975,PhD,Radiation\ protection\ practitioner,489941,False,,e95aaea9fded1538d56592516172caae,2013-11-11,33e572101ba1c5f0d1db89fbb11c31a2,Approved,Credit,,2013-11-11,3000000v_22,03365\ Graves\ Port\ Barbaraburgh\ \ AK\ 59942,Master,Primary\ school\ teacher,575170,False,,aa14301604769a547fd4e915243d5061,1998-12-07,03efee3002608a588deb728000dc8c18,Approved,Loan,,1998-12-07,200000040356,200000078114,50000006825,10000003179,2020-12-22,Nathan Hoffman,M,2019-06-12,Lisa Meyers,F,2009-02-05
3000000v_5997,85158\ Rebecca\ Forest\ Lake\ Anthony\ \ TN\ 97956,Bachelor,Trading\ standards\ officer,742471,False,,5a0706ec7772634d5ac35642774a82b0,1995-06-14,1ae0207bdea12330b355dbd447993c08,Approved,Loan,,1995-06-14,3000000v_23,373\ Fuller\ Causeway\ Wardfurt\ \ NJ\ 98716,Master,Sound\ technician\ \ broadcasting/film/video,677883,False,,4421dfc97b7019fbe95e3af541a9f804,2018-08-30,1c2b00133cb8e4092f55defeb8cae289,Approved,Loan,,2018-08-30,200000040359,200000088268,50000006170,100000053431,2020-12-17,David Pace,M,1994-02-10,Catherine Arnold,M,1927-04-29
3000000v_5998,USNS\ Carey\ FPO\ AA\ 07047,Bachelor,Designer\ \ blown\ glass/stained\ glass,146820,False,,d0ee280ce213a43f534fbb88b827a3ff,2009-02-20,7bb3f482d3ed66b1d5d4329d79f3cf2b,Approved,Loan,,2009-02-20,3000000v_24,7089\ Olsen\ Circles\ Suite\ 696\ West\ Benjamin\ \ NC\ 10378,PhD,Aeronautical\ engineer,154557,False,,3abb33a45e22abd1e4db1dfa77f7d635,2016-01-28,c1cb72187427f91b45ec31c909bb12d2,Approved,Credit,,2016-01-28,200000040361,200000077769,50000006961,1000000509,2022-04-14,Thomas Campbell,F,2004-06-29,Justin Warren,F,1987-03-05
3000000v_5999,04567\ Thornton\ Court\ Suite\ 596\ New\ Christopher\ \ DC\ 57950,PhD,Loss\ adjuster\ \ chartered,438643,False,,644bf1fdb9663f7f8a30e8bb0a804257,2002-02-11,a04013221f5491e2c761f2661ce01c65,Approved,Credit,,2002-02-11,3000000v_25,9047\ Matthew\ Park\ Apt\.\ 847\ Sarahton\ \ CA\ 95256,Bachelor,Information\ officer,448731,False,,ab999da1b25efe78aa3eb135c77daf0a,2014-11-29,0cd2d7a979256339f61b1569d89571e5,Approved,Loan,,2014-11-29,200000040363,200000092148,50000004221,100000044023,2022-04-11,Kevin Chang,M,1996-06-08,Amy Evans,M,1955-04-03
3000000v_6000,920\ Ortiz\ Glen\ North\ Katiechester\ \ MI\ 71046,Master,Art\ gallery\ manager,506956,False,,e5f3da75a7c57e29fc36b817844a1e93,1994-06-02,749566b776812edd9e4693dc1aba1f40,Approved,Loan,,1994-06-02,3000000v_26,782\ Harris\ Bridge\ Suite\ 977\ Juliefort\ \ IL\ 45404,Bachelor,Environmental\ health\ practitioner,128254,False,,818a1cebc113cb2eaffbe6b5a5dd6419,2017-10-19,e6a212b85ae656ed3cfba5138ab1c451,Approved,Loan,,2017-10-19,200000040363,200000095387,50000004199,1000000834,2020-02-29,Kevin Chang,M,1996-06-08,Ronald Archer,F,1992-08-09
3000000v_6001,614\ Troy\ Branch\ Apt\.\ 861\ Craigview\ \ ME\ 16498,Bachelor,Retail\ merchandiser,786943,False,,28fb69d5bc253b9f6ecca86f95538293,2003-03-21,98fc1faad9e37c1b25dab6ad863669b9,Approved,Loan,,2003-03-21,3000000v_27,28665\ Walters\ Flat\ Williamtown\ \ AZ\ 44857,Master,Restaurant\ manager,830328,False,,2aba65977b94298238993377ee7b1589,1997-03-11,1876a13e618c46a37997e07d9dbd07e2,Approved,Credit,,1997-03-11,200000040364,200000045658,5000000123,10000003,2021-12-23,James Thompson,M,2009-11-09,Kathleen Cannon,M,2008-07-25
3000000v_6002,04380\ Sanders\ Burgs\ Apt\.\ 920\ North\ Judychester\ \ VT\ 66830,Bachelor,Financial\ controller,430259,False,,9e704a7af27c49339dbad00deba4ba48,2013-11-02,077341972774765ecd8b43ae50c58471,Approved,Credit,,2013-11-02,3000000v_28,4439\ Matthew\ Union\ Apt\.\ 743\ Lake\ Angelaburgh\ \ VT\ 30976,Master,Sales\ professional\ \ IT,712695,False,,1ca30aa7a552e4e29a5a5b0c46ceabfc,1995-09-26,3fecd746fa8b037a2b26b242f84094ca,Approved,Loan,,1995-09-26,200000040364,200000054330,50000009217,100000018750,2021-06-14,James Thompson,M,2009-11-09,Tiffany Randall,M,1933-06-12
3000000v_6003,308\ Jeffrey\ Walk\ Suite\ 967\ Johnport\ \ PA\ 08137,Bachelor,Arts\ development\ officer,351962,False,,28ffec17c15a91656535b10a59c495d4,2019-07-09,5b4d6d6cf415ccaaa16ce7ea2ddd8b6a,Approved,Loan,,2019-07-09,3000000v_29,0653\ Gonzalez\ Landing\ Apt\.\ 572\ Nelsonmouth\ \ OH\ 94062,PhD,Hydrographic\ surveyor,266102,False,,c13988d790aa023893dcbb13d4243bff,1999-10-28,f34c05e05607637d6037d0ab558d0e10,Approved,Loan,,1999-10-28,200000040370,200000063174,50000003656,100000029809,2020-09-26,Morgan Schmidt,F,1950-11-26,Barbara Contreras,F,1908-11-30
3000000v_6004,06384\ Mary\ Plaza\ North\ Stevenview\ \ VT\ 78391,Master,Multimedia\ specialist,803813,False,,0d37cf5a2286382d07dca4761d76ff73,2008-10-28,68e48722c83312a2c5fbb7b63c51a2ab,Approved,Loan,,2008-10-28,3000000v_30,83105\ Jamie\ Unions\ North\ Julie\ \ MI\ 00564,Master,Hydrographic\ surveyor,827888,False,,0c648435c779a7546ea3aeaf84ee1651,2016-11-26,787b07d5f7f1d7e73a24b5f7010f7a0e,Approved,Loan,,2016-11-26,200000040370,200000074174,50000003686,100000085787,2021-04-14,Morgan Schmidt,F,1950-11-26,Jessica Davis,F,1935-07-17
3000000v_6005,94342\ Williams\ Corner\ Suite\ 864\ Port\ Jeffreyshire\ \ RI\ 28838,PhD,Administrator\ \ education,84539,False,,ae502c631bcc7373309bb6295be96304,2010-12-23,1bf8f511ac7db66ec214cf45e1eb360b,Approved,Credit,,2010-12-23,3000000v_31,8069\ Richard\ Corners\ Suite\ 277\ West\ James\ \ MT\ 02654,Master,Financial\ risk\ analyst,221600,False,,f103c35db41b5a9c0c031edbcd38b54c,1996-12-09,feec3c5b9e617e634c4b4e6c8cb1aed6,Approved,Credit,,1996-12-09,200000040372,200000042149,500000072,1000000641,2020-07-21,Martin Osborn,F,1931-08-24,Alan Smith,F,1984-11-30
3000000v_6006,10475\ Brandt\ Roads\ South\ Gary\ \ LA\ 62088,PhD,Building\ surveyor,458168,False,,b4c429aa19d72be96c3a006ba44b985e,1993-01-27,ccad6ede57123db05690e334c3a77164,Approved,Loan,,1993-01-27,3000000v_32,18228\ Jessica\ Coves\ Jasonburgh\ \ KY\ 93445,Bachelor,Magazine\ journalist,727792,True,Focus including seek kitchen service system keep.,6fa4d034040323c7182cd922e9f61ed9,2015-02-28,7b37e5541e9dece96963017288844581,Approved,Loan,,2015-02-28,200000040373,200000042594,500000020,100000017132,2022-05-18,Megan Clarke,M,1924-07-22,Shawn Roman,F,1973-04-13
3000000v_6007,191\ Robert\ Drive\ Suite\ 299\ Watsontown\ \ ME\ 10459,Bachelor,Insurance\ underwriter,393453,False,,61d5594ffe82e5a33e80c696fe90cdf5,1997-09-21,cdd1cf18a030c086418cc637491ccfac,Approved,Credit,,1997-09-21,3000000v_33,823\ Melinda\ Loop\ West\ Michaelborough\ \ NE\ 18004,Master,Sound\ technician\ \ broadcasting/film/video,34508,False,,fdf08da9cbcf27d91d5eb196563fbdbd,2018-04-19,499f278944f09daa5b444b37de1f1cba,Approved,Loan,,2018-04-19,200000040373,200000069371,50000009064,100000041921,2021-08-08,Megan Clarke,M,1924-07-22,Justin Cruz,F,1980-06-18
3000000v_6008,536\ Jones\ Harbor\ Fishermouth\ \ WY\ 44178,PhD,Teacher\ \ primary\ school,974111,False,,b9a17f87292c0c04f4787be8d50c4015,2017-04-11,20dde31986c2842c57dcd055f890f088,Approved,Loan,,2017-04-11,3000000v_34,36238\ Michael\ Alley\ Suite\ 621\ Galvanville\ \ KS\ 96549,Bachelor,Technical\ sales\ engineer,30182,False,,68781723a35312e4d3faf73817b8264e,2020-11-28,f81c72f0990cd7ec4f39f3b0ecdf5ac7,Approved,Credit,,2020-11-28,200000040374,200000049851,50000005,100000067,2019-10-31,Jacqueline Davidson,F,2002-01-07,Christian Myers,F,1972-06-27
3000000v_6009,870\ Johnson\ Crossing\ Apt\.\ 511\ Castroberg\ \ AL\ 02949,Master,Environmental\ health\ practitioner,288556,False,,323ead07ed0d794d2276dcf6b73dfb1a,1999-03-30,d9bb94032ba6275745a4ec74628a5d87,Approved,Loan,,1999-03-30,3000000v_35,34945\ Nicholas\ Harbor\ Franklinborough\ \ CO\ 61755,Bachelor,Archivist,956243,False,,11069da831b0f22b2f04c20de3311428,1994-01-24,27f9252b8c28945a986ae111be6b2003,Approved,Credit,,1994-01-24,200000040374,200000065986,5000000195,100000010,2020-02-29,Jacqueline Davidson,F,2002-01-07,Lee Allen,F,1916-08-12
3000000v_6010,8107\ George\ Meadows\ Port\ Sharon\ \ MA\ 18615,PhD,Chief\ Strategy\ Officer,519555,False,,35acc39ed291d350211322ece12cf1be,1995-05-24,4d9a3710ae5a2d424f78dbe1661754a4,Approved,Credit,,1995-05-24,3000000v_36,11182\ Joshua\ Vista\ Suite\ 450\ Rodgerschester\ \ MN\ 83918,Master,Physiological\ scientist,595780,False,,eef8600a3fd5c91cb8c93aa829a7cb0d,2006-06-22,cf5d95b3fef52cc984f30b55c457fab4,Approved,Loan,,2006-06-22,200000040375,200000041745,50000005673,100000010,2022-02-25,Tim Hernandez,M,1987-04-03,Michael Diaz,M,1954-09-05
3000000v_6011,6981\ Michaela\ Roads\ Apt\.\ 898\ South\ Kurtview\ \ ND\ 08356,Master,Therapist\ \ horticultural,197395,False,,979fba029554dd6c8d8cfcd507f2c23b,1993-10-15,fdd9737b1968f281abe9fd67752e406b,Approved,Credit,,1993-10-15,3000000v_37,0321\ Larry\ Forest\ Suite\ 004\ Kylefort\ \ KY\ 77084,Bachelor,Hydrologist,181600,False,,9b0ccf1b8f4b6c7a6985666571626163,2003-12-12,dcb17f03fb242354966843b84f0a7367,Approved,Loan,,2003-12-12,200000040376,200000040757,50000008458,10000007,2021-02-13,Stacie Parker,M,1993-01-24,Robert Alexander,M,1978-02-05
