loan_application_id_1,address_1,degree_1,occupation_1,salary_1,is_risky_1,risk_profile_1,apply_agent_id_1,apply_date_1,application_uuid_1,approval_status_1,application_type_1,rejection_reason_1,applied_for_loan_start_time_1,loan_application_id_0,address_0,degree_0,occupation_0,salary_0,is_risky_0,risk_profile_0,apply_agent_id_0,apply_date_0,application_uuid_0,approval_status_0,application_type_0,rejection_reason_0,applied_for_loan_start_time_0,applicant_id_0,applicant_id_1,corp_id,pn_id,src_work_for_start_time,name_0,gender_0,birthday_0,name_1,gender_1,birthday_1
la_v_6473,54702\ Taylor\ Pike\ East\ Matthew\ \ TX\ 94937,Master,Civil\ engineer\ \ consulting,269831,False,,1caec7605bbf66be54fad72897b9e785,2018-02-24,179772e0f948586d64827e01787bc856,Approved,Credit,,2018-02-24,la_v_10,72898\ Beasley\ Route\ Suite\ 328\ New\ Jamesstad\ \ NH\ 76295,Bachelor,Surveyor\ \ mining,915440,False,,3844395c52d305b177db4ee87ea3c018,2016-07-24,a3263356d6dd89126ad09da89425ab12,Approved,Credit,,2016-07-24,a_35356,a_84990,co_6102,pn_2804,2019-09-27,Christopher Phillips,F,1971-10-14,Samantha Garcia,F,1934-05-21
la_v_6474,751\ Martinez\ Row\ New\ Jonathanshire\ \ AZ\ 83799,Bachelor,Retail\ buyer,544142,False,,748e78c07509c11d23289febf096502d,2001-02-16,6620f8dc6436958e9a4e42347cf9cf8d,Approved,Loan,,2001-02-16,la_v_11,6978\ Ortiz\ Manor\ East\ Luis\ \ AZ\ 14878,Master,Event\ organiser,107589,False,,0990fcb168a17df27cb6f728685ac3d6,1995-03-13,655bd8630893b82827f226371a5e46be,Approved,Credit,,1995-03-13,a_35357,a_51029,co_2952,pn_3768,2021-02-14,Charles Hendricks,M,1950-02-14,Tina Copeland,M,1909-11-15
la_v_6475,0164\ Smith\ Stravenue\ Rosefort\ \ AK\ 38736,Master,Pensions\ consultant,370491,False,,081b59a1e36d7e18af8efb6bc4892539,2002-11-27,e60423d4fdc48c1565a28e84f36867bf,Approved,Credit,,2002-11-27,la_v_12,5399\ Isaac\ Forest\ Port\ Walter\ \ IA\ 85909,Master,Manufacturing\ systems\ engineer,375709,False,,dbe2b90abd2292213ce32c5b4eb84062,2005-10-28,26e7610c076b5886188267f747839ba2,Approved,Credit,,2005-10-28,a_35358,a_94110,co_16,pn_5607,2019-08-24,Mary Kennedy,M,1912-03-06,Elizabeth Jenkins,M,1962-10-25
la_v_6476,12006\ Alyssa\ Rest\ Apt\.\ 547\ New\ Margaretland\ \ OR\ 48944,PhD,Journalist\ \ newspaper,627214,False,,b6a8071d3a64c7a04c073e4a81994b11,2017-10-08,b3e5c440feeac961a8e112b0c80a2172,Approved,Loan,,2017-10-08,la_v_13,62356\ Peters\ Mount\ Apt\.\ 463\ New\ Sheri\ \ HI\ 92746,PhD,Equality\ and\ diversity\ officer,931957,False,,21a58141145b48e4c949756b43528502,2017-03-08,a5dff5adbc6757cb8cd6bdad4b1a6865,Approved,Credit,,2017-03-08,a_35358,a_98791,co_1742,pn_57,2021-04-10,Mary Kennedy,M,1912-03-06,Brian Watson,F,1935-08-30
la_v_6477,733\ King\ Extension\ Shaneburgh\ \ WV\ 67094,Master,Chartered\ certified\ accountant,208136,False,,7eab4a78a0f71f14f5a20a5c17794e23,1996-09-26,445a44865342be5bc104b0eeec32867d,Approved,Credit,,1996-09-26,la_v_14,72101\ Lopez\ Motorway\ West\ Gregory\ \ PA\ 83966,PhD,Midwife,537672,False,,ddf3b54118e5638212f35882a7bc2985,2010-12-13,57fd47528279880ecd930e40a7b02f63,Approved,Credit,,2010-12-13,a_35359,a_42807,co_7505,pn_4409,2021-03-24,Andrew Flores MD,F,1938-09-14,Jesse Ward,F,1930-02-16
la_v_6478,9132\ Brianna\ Trail\ Apt\.\ 406\ North\ Leah\ \ ND\ 19206,Master,Technical\ sales\ engineer,717801,False,,0b397de2d0e21bf9a8e179911a0a6c82,2017-05-16,0ca7e976c877b2f3e0a8d55fb56314a0,Approved,Credit,,2017-05-16,la_v_15,Unit\ 9823\ Box\ 6440\ DPO\ AA\ 10676,PhD,Archaeologist,904217,False,,0fe3e4ad0fa8c805bac9346119095ce0,1997-12-30,16a3fa8a112623691994b9ca682811ff,Approved,Credit,,1997-12-30,a_35360,a_99910,co_7103,pn_4461,2020-05-15,Christopher Thompson,F,1926-11-21,Maria Pruitt,F,1995-04-24
la_v_6479,310\ Peter\ Turnpike\ Apt\.\ 845\ Anthonyville\ \ WI\ 21889,PhD,Pilot\ \ airline,376175,False,,c1833997919f8c4b2954c3404f70f81f,2009-06-13,c6ccb142b462a4faf4c76bad1c8dc62f,Approved,Loan,,2009-06-13,la_v_16,705\ Lopez\ Vista\ Apt\.\ 209\ New\ Andreton\ \ NC\ 77816,Master,Secretary/administrator,931478,False,,8598b9e77cb7f88221b9c1b79a9e15b7,2001-06-12,27a9487f611eaf35024cbf33501bd7ff,Approved,Credit,,2001-06-12,a_35362,a_51246,co_7503,pn_2906,2019-06-02,Melissa Boyd,M,1940-10-03,Heidi Martinez,M,1947-08-31
la_v_6480,4443\ Todd\ Coves\ Suite\ 965\ East\ Howard\ \ SC\ 43600,Bachelor,Operational\ investment\ banker,751139,False,,8a93d0d58fae537bcef6285a727994f9,2016-06-26,28c882e221d1e14bca5740becb77f522,Approved,Loan,,2016-06-26,la_v_17,180\ Joyce\ Inlet\ Suite\ 512\ Jimmyport\ \ KS\ 03309,Master,Human\ resources\ officer,325778,False,,654bc8d1d8a0e222da8c6c63215e78fc,1995-02-25,44693872232b662fc6239d3f13c3bef9,Approved,Loan,,1995-02-25,a_35362,a_59984,co_1,pn_10,2020-10-15,Melissa Boyd,M,1940-10-03,Robert Bartlett,M,2002-01-26
la_v_6481,84082\ Robert\ Cape\ Skinnerview\ \ WA\ 97157,Master,Scientist\ \ biomedical,538928,False,,bb1cf81639b80a8cac479ca92c03f58f,2015-01-12,af4c21b326b3c2f36b38d4b0afa1394d,Approved,Loan,,2015-01-12,la_v_18,2508\ Boone\ Road\ Ryanbury\ \ SD\ 04995,Bachelor,Chiropodist,685490,False,,4a1e953dfc6c9605d8e9ab0e27542148,2010-11-23,dacbc4f3862cd443e593fcb80e258246,Approved,Loan,,2010-11-23,a_35363,a_67114,co_4,pn_88,2020-02-22,Alex Walker,M,2017-01-15,Tracey Morgan,F,2001-10-13
la_v_6482,Unit\ 4150\ Box\ 1975\ DPO\ AP\ 84025,PhD,Occupational\ psychologist,675818,False,,1b0d2d14dfbd416d52b818bb090dd5cd,2018-10-30,44874b492dc3592ab96323d1fe5b5980,Approved,Credit,,2018-10-30,la_v_19,9206\ Miller\ Mountains\ Apt\.\ 965\ Nicholasmouth\ \ KY\ 66245,Master,Ship\ broker,842180,False,,65228b1091be1aaf3d7c002c71683c4e,2010-02-19,c417ea0c6297259f58453caf17599112,Approved,Loan,,2010-02-19,a_35364,a_55975,co_5073,pn_5541,2021-03-12,Daniel Wilson,M,2009-04-20,Joy Knox,M,1939-02-23
la_v_6483,72472\ Mendez\ Hill\ Apt\.\ 581\ North\ Bridget\ \ CO\ 34654,Master,Further\ education\ lecturer,830011,False,,f67ed3a91e7ec6a73d250f3ff24fcfd1,2008-05-04,6bc5c77605d1212469572d124b9168d6,Approved,Credit,,2008-05-04,la_v_20,PSC\ 2014\ \ Box\ 7722\ APO\ AE\ 11037,PhD,Meteorologist,910120,False,,323b3478c513b69d6965b21721d9693f,1998-11-17,5882687c9579d5dc15def5458b5544c5,Approved,Credit,,1998-11-17,a_35365,a_64510,co_89,pn_786,2022-03-24,Carol Glenn,F,1944-01-13,Duane Sanchez,F,1964-02-16
la_v_6484,6049\ Matthew\ Crossroad\ Marissatown\ \ CO\ 57792,Bachelor,Furniture\ conservator/restorer,110641,False,,da4d5918542b3b138969184375c8d8c6,1995-12-07,2ec81b3424523958dc39b62713111664,Approved,Loan,,1995-12-07,la_v_21,906\ Smith\ Spur\ Port\ Christine\ \ NE\ 11474,Master,Librarian\ \ public,371241,False,,9ff3526f80e85d46dc923e0c73130439,2014-03-29,c3490f9182f509d7d78811987cc47bfc,Approved,Loan,,2014-03-29,a_35367,a_85916,co_1,pn_1,2022-05-20,Anne Joyce,F,1935-10-25,Andrew Jackson,F,1957-10-18
la_v_6485,038\ Derrick\ Walks\ Davidborough\ \ UT\ 99252,Master,Banker,573190,False,,c2ee87d9daa049592bfb7b403febea36,2003-06-27,dd84f60747e671c3af2ec331ce43604d,Approved,Loan,,2003-06-27,la_v_22,2164\ Williams\ Mountains\ Apt\.\ 369\ Boydside\ \ RI\ 14109,Bachelor,Energy\ engineer,721063,False,,120eb46709f7d1d3d1eb69037ae86359,2014-04-01,186649aa87fa16c650818cfaec1ee19c,Approved,Loan,,2014-04-01,a_35368,a_37230,co_719,pn_2520,2020-07-04,Courtney Alexander,M,1917-02-17,Steven Smith,F,1964-11-12
la_v_6486,USCGC\ Blackwell\ FPO\ AA\ 13127,PhD,Recruitment\ consultant,578755,False,,cc65b7dd7c0066e53bfd05f8632db480,2001-09-22,e91c6b0ede9b514853ad837f08771b66,Approved,Loan,,2001-09-22,la_v_23,920\ Nicole\ Tunnel\ Apt\.\ 508\ Kathrynfort\ \ MN\ 03037,Bachelor,Accountant\ \ chartered\ management,223221,False,,84eef60f789acb86ec521a10d8985daa,2016-12-08,b873fa7ef4411a005a21106a356ad3b9,Rejected,Loan,Evening federal learn theory.,2016-12-08,a_35369,a_99072,co_2,pn_3997,2019-12-13,Andrew Santos,M,1920-09-25,Crystal Payne,F,2015-10-05
la_v_6487,043\ Jerry\ Tunnel\ Helenborough\ \ MN\ 61189,Bachelor,Engineer\ \ biomedical,288659,False,,4066475250a301e961525c5f250dee7e,2000-11-23,e716ade76a831e8980c057b19cdf8359,Approved,Credit,,2000-11-23,la_v_24,042\ Christopher\ Harbors\ Loweburgh\ \ IL\ 67860,PhD,Biomedical\ scientist,586272,False,,16e30ece6934a0bb50fa79f614b74744,2002-05-24,022e84267d6bb13356b926b5e9eab4fb,Approved,Credit,,2002-05-24,a_35370,a_49329,co_2283,pn_722,2021-08-01,Linda Sanchez,M,1949-01-03,Robert Noble,M,1933-07-10
la_v_6488,549\ Stephen\ View\ Richardland\ \ ND\ 24044,Bachelor,Mudlogger,783582,False,,fb2057f83b08857c0dad2eed9b29ef7c,2020-06-14,8a2ed43d12a4b91276507663d2c4c545,Approved,Credit,,2020-06-14,la_v_25,189\ Bell\ Rue\ Jessefort\ \ NJ\ 70953,Bachelor,Health\ promotion\ specialist,976189,False,,35137bcdbb45376063ed7d23d8a5e5a0,2012-06-16,21855c9a65d73f118063f1ada1d3f637,Approved,Credit,,2012-06-16,a_35370,a_96672,co_1,pn_4576,2020-06-27,Linda Sanchez,M,1949-01-03,Amber Adams,M,2003-09-24
la_v_6489,558\ Nathan\ Inlet\ Jamesmouth\ \ SD\ 25608,Bachelor,Translator,209263,False,,9fe53f32a38f0d33df92679faf4905c3,2010-01-20,41a1f91dbd8640c92611d3303ea40498,Approved,Credit,,2010-01-20,la_v_26,597\ Watkins\ Mountain\ Thomasstad\ \ SC\ 14323,Bachelor,Television\ floor\ manager,199383,False,,d7b88163e718840e22e576785b33adf3,2012-08-09,981865064f64b5cb6d705d4e94f223b8,Approved,Credit,,2012-08-09,a_35371,a_68935,co_1464,pn_222,2020-11-25,Tammy Middleton,F,2009-11-16,Richard Lee,F,1911-04-22
la_v_6490,999\ Dillon\ Squares\ Apt\.\ 847\ New\ Samuel\ \ MI\ 11082,Master,Surveyor\ \ quantity,296968,False,,64fe528e20b97951334ca787ab95ed19,2020-12-10,0597f7d08d3c2c3e7c32c2a0d7c120b2,Approved,Loan,,2020-12-10,la_v_27,4138\ English\ Land\ Port\ Markburgh\ \ VT\ 04046,PhD,Architect,957630,False,,308d345b5a4a7255e75afa038dd15c0f,1996-01-11,acc80d8942e989d4310f90af4c66ab52,Approved,Loan,,1996-01-11,a_35371,a_80727,co_1892,pn_868,2021-09-03,Tammy Middleton,F,2009-11-16,Jessica Shields,F,1980-08-06
la_v_6491,7905\ Peterson\ Manors\ South\ Davidside\ \ IA\ 24245,Bachelor,Lawyer,954797,False,,1129cf154a4eddf8c9fb97e5f3776f4c,1996-05-21,f2364ca3d74fdce12a5a7c69dfb4dea4,Approved,Loan,,1996-05-21,la_v_28,129\ Paul\ Rue\ Farmermouth\ \ NJ\ 63819,Master,Music\ therapist,377023,False,,452fa872a17cec8fdb3f312a49041690,2021-12-14,73bf1c9505f0b525ae61332a6152c5f5,Approved,Credit,,2021-12-14,a_35372,a_82833,co_2564,pn_1,2020-08-15,Sherri Knight,F,1931-02-01,David Perez,M,2010-04-04
la_v_6492,78938\ Perry\ Overpass\ Vazquezland\ \ PA\ 94559,Master,Dancer,622667,False,,78a05d26ce1902e6673516fc69bc3e43,1997-01-21,cc611504ff1a9003b45e5267104a9c1a,Approved,Loan,,1997-01-21,la_v_29,58545\ Moreno\ Hollow\ Apt\.\ 459\ Kimshire\ \ WY\ 72995,Master,Buyer\ \ retail,201277,False,,1d68f02a451ec59946cf9fd29a674a7d,2009-07-12,864779f714ee2016fe9040b554ba23af,Approved,Loan,,2009-07-12,a_35372,a_94631,co_3,pn_1526,2021-03-29,Sherri Knight,F,1931-02-01,Timothy Melendez,M,1970-03-06
la_v_6493,747\ Smith\ Route\ Brandonside\ \ VA\ 92099,Bachelor,Chief\ Strategy\ Officer,706069,False,,3160aeb0bdf1c150e75c965b68c23994,2022-03-31,1f5fadcc4020204a6fa1561a7fe91869,Approved,Loan,,2022-03-31,la_v_30,262\ Yang\ Estate\ Apt\.\ 735\ North\ Cherylmouth\ \ ND\ 07558,Master,Therapist\ \ music,886377,False,,e605c79a2107a677425825eed00c9025,2000-07-29,6c2f97ba50adbd2d022520722bbe491f,Approved,Credit,,2000-07-29,a_35374,a_69532,co_5710,pn_3390,2020-08-06,Phillip Morris,F,1921-07-16,Michael Taylor,F,1908-05-04
la_v_6494,535\ Oscar\ Courts\ Marieside\ \ MO\ 07435,Master,Waste\ management\ officer,802438,False,,945675f50c110186a7e35ad9a11d6c52,1998-05-31,261a0ab7ac848abb5f5ffa036dec7144,Approved,Loan,,1998-05-31,la_v_31,33917\ Howard\ Brooks\ Apt\.\ 356\ Morrisonburgh\ \ MS\ 15367,Bachelor,Photographer,672724,False,,c46a7f48283f176b22df696b574a850c,2004-07-05,ea11fd70dfda1d6db099aceb9f53d689,Approved,Loan,,2004-07-05,a_35374,a_91795,co_9132,pn_1508,2021-06-21,Phillip Morris,F,1921-07-16,Carlos Salas,F,1923-12-08
la_v_6495,441\ Brown\ Forge\ Suite\ 267\ North\ Karenstad\ \ ID\ 59344,PhD,Editorial\ assistant,808983,False,,66fa5356fc0236fefdeef2e96f00f494,2021-10-08,e7b2f30b000e0e8a4847e8acbdbfe816,Approved,Loan,,2021-10-08,la_v_32,4567\ Booker\ Walks\ Suite\ 541\ Carterland\ \ NY\ 20650,PhD,Records\ manager,852858,False,,5e1c63c1014da3ecfd35be5740ec4f0a,1995-11-24,c1f05671664216fb4e45f56724ba11ae,Approved,Loan,,1995-11-24,a_35375,a_58445,co_4004,pn_1989,2021-07-27,Jennifer Alexander,F,1970-01-22,Ruben Hudson,M,1908-07-31
la_v_6496,42150\ Kramer\ Pine\ Suite\ 404\ Mariomouth\ \ MA\ 44207,Master,Pharmacologist,731,False,,3556883339b18ee2262ddea1eda3ff93,2019-06-15,3522857f77fb5d2a39b32f0a6bb8e320,Approved,Loan,,2019-06-15,la_v_33,67707\ Linda\ Mission\ North\ Mikechester\ \ IN\ 82819,PhD,Ranger/warden,319299,False,,39c82ab269dc6352ce95f366720a2ff8,2003-07-01,76915ebec5ee44f06f49a67e6492f319,Approved,Loan,,2003-07-01,a_35377,a_49168,co_619,pn_1712,2020-11-14,Lori Camacho,M,1911-03-21,Devin Salinas,F,1914-10-07
la_v_6497,550\ Warren\ Drive\ Suite\ 455\ Coleton\ \ NH\ 31478,PhD,Programme\ researcher\ \ broadcasting/film/video,437041,False,,40e7f791c80fa85f159e4a4731279010,2012-10-29,f4d08611bb5d9452ae1187b6ee47a897,Approved,Loan,,2012-10-29,la_v_34,4362\ Lisa\ Locks\ Hendersonport\ \ SC\ 21215,PhD,Licensed\ conveyancer,168422,False,,9599838222290f2d0f1033a4f9eb8dfa,2012-09-19,34a05b5b1a7e73846ddaeda87c6a0315,Approved,Credit,,2012-09-19,a_35377,a_80567,co_987,pn_11,2020-12-05,Lori Camacho,M,1911-03-21,Jessica Bennett,F,2019-01-07
la_v_6498,48843\ Gonzalez\ Forest\ Suite\ 635\ New\ Rachelfort\ \ FL\ 09882,Bachelor,Marketing\ executive,620460,False,,edabdbda05ab789189ce4dbcb32b974d,2000-10-15,911d7b45e590e14f5543602eb618a6bc,Approved,Credit,,2000-10-15,la_v_35,93850\ Hayley\ Via\ Suite\ 229\ Brendamouth\ \ OR\ 53930,Bachelor,Conservator\ \ museum/gallery,773583,False,,179a3cdb28cc9c51835e91f17cf2f5bb,2014-10-13,c728296fd248887b0e7fdb46d72358ff,Approved,Loan,,2014-10-13,a_35378,a_37388,co_5445,pn_3051,2022-04-23,Suzanne Salazar,M,1975-09-18,Joseph Paul,M,1954-11-05
la_v_6499,067\ Gordon\ Loop\ Apt\.\ 118\ North\ Michaelfurt\ \ NV\ 22360,PhD,Armed\ forces\ technical\ officer,108830,False,,ceae03d863cdebcba10ba9771e19ad15,2011-03-15,b90ac284477f2b6fb30de279ea5016bd,Approved,Loan,,2011-03-15,la_v_36,509\ Gardner\ Streets\ Suite\ 997\ North\ Peterland\ \ ME\ 04046,Master,Actor,2081,False,,e6f4e2df439b39d66bf2209ab2217fa2,1994-03-17,e0b429f772ad24fc659d57e276ba987c,Approved,Credit,,1994-03-17,a_35379,a_70723,co_4579,pn_1860,2021-07-23,Adrian Donovan,M,1912-02-09,Kristin Smith,F,1963-08-03
la_v_6500,39377\ Erica\ Overpass\ Gallegosberg\ \ OR\ 34675,Bachelor,Psychotherapist\ \ child,442074,False,,86f9e6a488d520e32cf9843c5ab7d0c2,2001-11-01,48bb877e3b75097d16aa0e07af44f4b5,Approved,Loan,,2001-11-01,la_v_37,47066\ Martin\ Radial\ Apt\.\ 709\ Aaronchester\ \ AL\ 38752,Master,Therapist\ \ speech\ and\ language,87693,False,,2a90c3aba8ce974f01ea8c22ab5f144f,1994-04-27,fd00b17682716602c3e2f535e8ac0e2a,Approved,Credit,,1994-04-27,a_35380,a_86025,co_3095,pn_4268,2020-05-26,Mary Garcia,M,1960-06-08,Patricia Brown,M,1964-08-29
la_v_6501,508\ Neal\ Via\ Suite\ 668\ New\ Daniel\ \ WA\ 43792,PhD,Engineering\ geologist,56038,False,,70e190ab52e6c9cdb138ce6d2dafa1f3,1995-01-07,57149b8deee50465c96433933650fd51,Approved,Credit,,1995-01-07,la_v_38,012\ Nicole\ Field\ West\ Jacob\ \ NY\ 43337,Bachelor,Chief\ Operating\ Officer,96759,False,,2c65585bcf709de5f26343a5fc941b42,1998-12-19,ab46060e59e016f265fb64a5edc01434,Approved,Loan,,1998-12-19,a_35381,a_48865,co_2375,pn_1852,2022-04-22,Tara Hernandez,F,1933-07-20,Amanda Smith,M,2000-03-30
la_v_6502,158\ Paul\ Bridge\ Robertport\ \ VA\ 32136,Master,Mining\ engineer,753112,False,,ef7219141f536576186c65b4939ae8f3,1992-12-06,e30f8cc5a876d069d00b4686ed551bcf,Approved,Credit,,1992-12-06,la_v_39,119\ Benjamin\ Brooks\ North\ Sandra\ \ NY\ 84196,Master,Office\ manager,741720,True,Field think evidence front.,45e4371c23fad4f39979b882e13af648,1998-10-03,8dca04525417e6b1a8b452478e21ed1f,Approved,Loan,,1998-10-03,a_35382,a_51725,co_4580,pn_47,2020-10-23,Kathleen James,F,1995-11-18,David Howell,M,2018-04-09
la_v_6503,970\ Lopez\ Village\ Robertsonport\ \ DC\ 74116,Bachelor,Armed\ forces\ logistics/support/administrative\ officer,270883,False,,fc0f097a6326572e123a14d7b84f6e2b,2018-04-18,16f4af232c55f1d785472421e9afdb21,Approved,Loan,,2018-04-18,la_v_40,897\ James\ Roads\ Apt\.\ 282\ Port\ Lauren\ \ DC\ 17768,PhD,Psychologist\ \ educational,469746,False,,140db5853ef23cfa228f509c48a8f836,2001-06-08,8605bcf997dc1cce795836f3c545853a,Approved,Credit,,2001-06-08,a_35382,a_92917,co_1,pn_608,2019-09-30,Kathleen James,F,1995-11-18,Michael Davies,F,2000-12-26
