phone_number_id,phone_number
pn_292,15968550820
pn_293,15039678559
pn_294,14563606776
pn_295,18875961180
pn_296,13882396196
pn_297,14751996556
pn_298,14729072381
pn_299,15022903243
pn_300,13133117708
pn_301,18110867327
pn_302,15361146116
pn_303,15884140710
pn_304,15294916708
pn_305,15968550196
pn_306,13489801176
pn_307,15319322331
pn_308,18524013197
pn_309,13703691846
pn_310,18116202321
pn_311,15516853311
pn_312,18748912542
pn_313,15071766458
pn_314,18636474480
pn_315,15603541765
pn_316,13965695886
pn_317,14522762081
pn_318,15660956450
pn_319,15838082094
pn_320,13656586109
pn_321,15039358444
pn_322,15993577897
pn_323,14544262860
pn_324,13283728617
pn_325,15833906646
pn_326,13391170831
pn_327,13473075190
pn_328,13405346382
pn_329,18028193477
pn_330,13946896146
pn_331,15215790816
pn_332,15566519901
pn_333,13531451140
pn_334,14705873813
pn_335,15281690595
pn_336,15987613945
pn_337,15260973569
pn_338,15880583913
pn_339,18927162256
pn_340,13321989732
pn_341,15178617418
pn_342,14751511696
pn_343,13235719367
pn_344,15723268042
pn_345,15911540976
pn_346,15196131010
pn_347,18526027481
pn_348,14763573715
pn_349,14562090869
pn_350,13892069299
pn_351,18080959173
pn_352,18007970033
pn_353,13281768016
pn_354,13911430732
pn_355,18857105774
pn_356,13890246833
pn_357,13253268242
pn_358,13750540737
pn_359,15014752579
pn_360,18633404114
pn_361,13328133622
pn_362,18039149625
pn_363,18981570645
pn_364,15052479302
pn_365,13655918350
pn_366,14538589677
pn_367,13561519596
pn_368,15552753997
pn_369,18797468290
pn_370,13752987818
pn_371,13201727489
pn_372,13002150482
pn_373,18862116366
pn_374,15869404262
pn_375,18553966807
pn_376,13868198773
pn_377,13237423511
pn_378,15729394774
pn_379,18697956289
pn_380,18015921287
pn_381,15047457874
pn_382,18920390572
pn_383,18024171783
pn_384,15770221385
pn_385,18092700392
pn_386,14523693199
pn_387,13928348929
pn_388,13314026082
pn_389,14578534586
pn_390,13060913410
pn_391,18884846649
pn_392,14776356680
pn_393,18199392872
pn_394,13447255514
pn_395,18880394800
pn_396,13725882969
pn_397,15171415499
pn_398,15908524457
pn_399,15166500717
pn_400,14585168308
pn_401,13882532120
pn_402,18217675097
pn_403,15679040695
pn_404,15299330436
pn_405,18098554911
pn_406,15541566036
pn_407,13442227661
pn_408,15131140368
pn_409,13575193238
pn_410,14757078563
pn_411,13018761128
pn_412,18287733120
pn_413,18069342655
pn_414,13826510008
pn_415,15597584029
pn_416,15188355640
pn_417,18051553059
pn_418,14571547297
pn_419,18254993690
pn_420,15951963566
pn_421,15712285011
pn_422,18120746340
pn_423,13049781531
pn_424,13185541391
pn_425,18637853251
pn_426,18135135730
pn_427,14594308267
pn_428,13924024945
pn_429,13256589698
pn_430,14534936764
pn_431,15785119306
pn_432,15333714974
pn_433,13098053082
pn_434,13815928008
pn_435,14567379984
pn_436,13111641598
pn_437,15877318754
pn_438,13806033800
pn_439,15956285094
pn_440,15164305547
pn_441,13281298412
pn_442,18531168391
pn_443,14755361037
pn_444,18770980285
pn_445,14565473211
pn_446,13162811200
pn_447,18148587110
pn_448,13168739539
pn_449,18611945310
pn_450,18904592690
pn_451,18112276218
pn_452,13591889180
pn_453,13458231597
pn_454,13431617880
pn_455,13113203486
pn_456,18615412043
pn_457,13880433968
pn_458,15078863388
pn_459,13477216553
pn_460,15996192381
pn_461,18690399555
pn_462,15230321516
pn_463,13270962968
pn_464,18509972901
pn_465,13652183344
pn_466,18653126452
pn_467,13473187951
pn_468,13256499305
pn_469,15864734471
pn_470,18880182106
pn_471,18852033877
pn_472,15318113583
pn_473,18516550570
pn_474,18751147077
pn_475,15806686325
pn_476,13701153870
pn_477,13006033815
pn_478,13108073725
pn_479,18105339045
pn_480,14775295585
pn_481,18906110145
pn_482,18072525995
pn_483,18119307571
pn_484,13646477422
pn_485,13231792273
pn_486,15207485003
pn_487,13089014761
pn_488,18804642034
pn_489,15135524219
pn_490,18789267502
pn_491,18810482835
pn_492,14566391799
pn_493,13096734943
pn_494,13327734863
pn_495,13349886814
pn_496,15381811010
pn_497,15586552969
pn_498,13731262148
pn_499,15106615167
pn_500,18543095331
pn_501,18750408886
pn_502,14507965611
pn_503,18816910137
pn_504,13380066905
pn_505,15624196244
pn_506,13220267924
pn_507,15928314793
pn_508,15072441525
pn_509,15750903200
pn_510,18134745216
pn_511,15865841750
pn_512,18941554872
pn_513,14728702556
pn_514,15139337009
pn_515,13586768828
pn_516,18882599201
pn_517,15678475733
pn_518,15395891701
pn_519,14501023000
pn_520,15827982618
pn_521,13186185372
pn_522,13980422590
pn_523,13813246265
pn_524,18019125977
pn_525,18888672983
pn_526,18104744554
pn_527,14525988485
pn_528,14535636140
pn_529,15712183494
pn_530,18674866130
pn_531,13655089995
pn_532,15872687702
pn_533,13804074136
pn_534,18788303779
pn_535,13305374266
pn_536,13843168029
pn_537,15216197487
pn_538,13572615666
pn_539,13692019338
pn_540,15081342512
pn_541,15583190859
pn_542,18169553603
pn_543,18636098579
pn_544,13038694550
pn_545,18852211713
pn_546,15602547389
pn_547,18158024105
pn_548,18040812641
pn_549,15946350564
pn_550,18026082869
pn_551,13746126231
pn_552,18981614560
pn_553,13968779991
pn_554,13758255687
pn_555,14718473933
pn_556,14771856194
pn_557,13992548519
pn_558,13709983293
pn_559,13444648179
pn_560,15641790877
pn_561,13811861124
pn_562,13804418213
pn_563,13396297157
pn_564,13184852931
pn_565,14560590020
pn_566,15288282694
pn_567,18909673021
pn_568,13776502431
pn_569,15995122755
pn_570,13019909802
pn_571,14790375072
pn_572,15589470811
pn_573,15793197496
pn_574,13470945596
pn_575,13697312618
pn_576,18058924587
pn_577,15222048786
pn_578,13050339717
pn_579,15735756482
pn_580,18012681496
pn_581,18165363264
pn_582,15855997247
pn_583,13515552421
pn_584,13178249348
pn_585,13069940462
pn_586,18294384157
pn_587,15910116988
pn_588,13262060626
pn_589,15096235725
pn_590,13454310708
pn_591,18906665808
pn_592,15572456853
pn_593,13347714854
pn_594,13531430820
pn_595,14787504718
pn_596,15711385567
pn_597,15899934283
pn_598,18952912427
pn_599,13815196017
pn_600,15545006467
pn_601,15773857247
pn_602,18584781673
pn_603,15898712646
pn_604,18076265267
pn_605,15221284814
pn_606,18732281490
pn_607,18122048115
pn_608,18936310073
pn_609,18209222996
pn_610,15781415702
pn_611,15131440333
pn_612,15821565119
pn_613,15575662832
pn_614,13612785392
pn_615,15555058863
pn_616,18514114719
pn_617,15697713069
pn_618,15888474338
pn_619,18990038609
pn_620,13771988413
pn_621,18975010037
pn_622,18580957713
pn_623,18048244770
pn_624,18213091328
pn_625,13624016901
pn_626,14753927854
pn_627,15202749558
pn_628,13242415996
pn_629,15876340699
pn_630,15278785354
pn_631,13812653939
pn_632,18755237090
pn_633,13284994926
pn_634,13504603347
pn_635,15084733588
pn_636,13697504458
pn_637,18946999361
pn_638,13864006478
pn_639,18274633402
pn_640,13762342286
pn_641,18009161605
pn_642,13426183820
pn_643,14556327216
pn_644,18777154357
pn_645,15350550801
pn_646,18790395588
pn_647,14555875887
pn_648,13262419217
pn_649,18165879581
pn_650,18240291613
pn_651,13633470973
pn_652,15277329218
pn_653,15791744532
pn_654,18817488727
pn_655,15996907342
pn_656,18907742388
pn_657,13192970052
pn_658,13534522603
pn_659,18944242110
pn_660,15284717511
pn_661,18835371843
pn_662,15629179451
pn_663,15722628858
pn_664,18715359475
pn_665,18858720307
pn_666,15162107644
pn_667,15876124973
pn_668,13305762989
pn_669,13979776375
pn_670,13360798860
pn_671,13868947485
pn_672,15217296089
pn_673,18016140087
pn_674,13615255333
pn_675,15051522598
pn_676,18563912114
pn_677,13064159423
pn_678,15583373675
pn_679,15134161353
pn_680,15023144437
pn_681,15200017168
pn_682,14546357063
pn_683,18721302313
pn_684,18790766254
pn_685,18697268328
pn_686,13544758102
pn_687,15578994939
pn_688,13990291943
pn_689,13014572655
pn_690,15874529856
pn_691,13074953321
pn_692,15657901951
pn_693,13662878107
pn_694,15909098678
pn_695,15642531594
pn_696,18915355046
pn_697,15224355397
pn_698,18824707293
pn_699,18007676103
pn_700,18755204281
pn_701,14539711594
pn_702,13862164392
pn_703,18956525517
pn_704,13611630587
pn_705,15132534106
pn_706,13057807123
pn_707,14530279958
pn_708,14750749705
pn_709,13311737912
pn_710,15501901380
pn_711,15648353168
pn_712,15682558047
pn_713,18785962292
pn_714,18143221950
pn_715,14502219868
pn_716,18280332229
pn_717,13592670159
pn_718,13538522820
pn_719,13351860817
pn_720,13455263954
pn_721,13917329195
pn_722,14756762402
pn_723,18191489367
pn_724,14723593637
pn_725,14554313458
pn_726,14757230717
pn_727,13012985098
pn_728,18175361740
pn_729,13570966314
pn_730,15547653786
pn_731,18683408124
pn_732,15675669396
pn_733,18626504589
pn_734,15268485859
pn_735,13252516739
pn_736,14538118225
pn_737,18012060108
pn_738,18127103712
pn_739,15342027670
pn_740,15313085602
pn_741,15542417391
pn_742,18597692131
pn_743,15800913775
pn_744,13728196630
pn_745,13274443443
pn_746,14557680462
pn_747,18203661054
pn_748,13450095655
pn_749,18545741386
pn_750,13999766406
pn_751,15341374574
pn_752,13924688918
pn_753,18067198953
pn_754,18100743906
pn_755,15129483565
pn_756,18168556791
pn_757,13636417575
pn_758,18886977494
pn_759,13294072761
pn_760,13108310377
pn_761,18509051295
pn_762,18032169662
pn_763,15534825397
pn_764,14525294485
pn_765,14711005240
pn_766,15011452852
pn_767,13664124113
pn_768,13497324924
pn_769,14744453283
pn_770,15382930633
pn_771,15336188650
pn_772,18186928060
pn_773,13008336293
pn_774,18924239151
pn_775,15619002627
pn_776,18293291914
pn_777,15580289449
pn_778,13386401863
pn_779,15233789213
pn_780,14514871461
pn_781,15393370185
pn_782,13757266335
pn_783,15717575009
pn_784,18968456027
pn_785,15098856790
pn_786,15329385814
pn_787,13446465495
pn_788,14593146816
pn_789,18747936656
pn_790,13802524741
pn_791,15576436514
pn_792,13016838222
pn_793,15895326068
pn_794,14589344429
pn_795,14505789177
pn_796,14584309952
pn_797,13270450714
pn_798,15601262014
pn_799,15767050578
pn_800,15039663905
pn_801,14574402880
pn_802,15798335188
pn_803,15877124173
pn_804,13296835094
pn_805,15213936957
pn_806,13317842236
pn_807,18157311720
pn_808,13487296540
pn_809,15869021418
pn_810,18800952030
pn_811,15341640182
pn_812,15047492168
pn_813,15339589308
pn_814,13302370083
pn_815,13752039924
pn_816,13739097224
pn_817,13952007856
pn_818,13404196429
pn_819,18952882680
pn_820,13422750692
pn_821,15339779167
pn_822,13789673388
pn_823,15657256986
pn_824,15298762956
pn_825,15150826784
pn_826,15712436447
pn_827,18638284048
pn_828,18177661236
pn_829,18577041851
pn_830,13001374807
pn_831,13007301838
pn_832,15234440958
pn_833,18660658958
pn_834,18506268148
pn_835,13181213466
pn_836,15339536628
pn_837,13235812719
pn_838,13353995132
pn_839,13852534177
pn_840,14510006472
pn_841,18716198258
pn_842,13670757344
pn_843,13168044843
pn_844,18923734986
pn_845,14547062182
pn_846,18614481433
pn_847,18210661657
pn_848,13062604099
pn_849,18543888541
pn_850,13125891643
pn_851,18864129742
pn_852,15241769901
pn_853,13100914604
pn_854,18781286744
pn_855,15769747470
pn_856,15385382124
pn_857,15747308747
pn_858,15034051870
pn_859,18514234435
pn_860,15288126831
pn_861,15527729096
pn_862,13614135953
pn_863,13074815378
pn_864,13372482730
pn_865,13162229378
pn_866,18154351677
pn_867,18728458142
pn_868,18136740738
pn_869,13715917382
pn_870,15046942590
pn_871,15888263830
pn_872,13915835191
pn_873,13386661295
pn_874,18776113212
pn_875,18297126643
pn_876,13232060740
pn_877,13011499648
pn_878,15555124538
pn_879,18153777311
pn_880,13713051268
pn_881,15693483582
pn_882,13909384411
pn_883,13913051330
pn_884,13551882206
pn_885,18588822366
pn_886,15879624904
pn_887,15900861372
pn_888,18115895477
pn_889,15717698999
pn_890,14529095313
pn_891,18645776662
pn_892,13953121360
pn_893,15185709937
pn_894,13235864039
pn_895,13134217678
pn_896,13001777801
pn_897,18574920033
pn_898,13550197972
pn_899,15814973218
pn_900,15756652523
pn_901,13137296746
pn_902,18155395734
pn_903,13472954259
pn_904,13945960809
pn_905,18236186984
pn_906,14770222959
pn_907,13976098752
pn_908,15539194142
pn_909,18571485006
pn_910,13401066656
pn_911,18713517061
pn_912,14534688188
pn_913,13313523199
pn_914,14795553698
pn_915,13286485895
pn_916,14553323172
pn_917,18189666490
pn_918,14581004445
pn_919,13452133610
pn_920,13305280664
pn_921,13505269651
pn_922,15789840323
pn_923,13752265552
pn_924,18903654318
pn_925,14508467552
pn_926,18945897704
pn_927,15798769555
pn_928,15280797614
pn_929,14592962973
pn_930,13718847085
pn_931,15211087423
pn_932,15773706821
pn_933,15901011879
pn_934,15227581649
pn_935,14527019536
pn_936,15265207988
pn_937,15023420506
pn_938,15737462590
pn_939,14555067877
pn_940,13002653946
pn_941,15135189986
pn_942,15299613195
pn_943,13798572934
pn_944,13396051659
pn_945,18563762030
pn_946,14564399370
pn_947,15849464352
pn_948,13472251139
pn_949,15702215258
pn_950,13949732483
pn_951,18678743412
pn_952,18020744437
pn_953,15079722840
pn_954,14515592102
pn_955,18086842568
pn_956,15103834328
pn_957,13984430765
pn_958,18295211939
pn_959,18002917441
pn_960,13465797081
pn_961,13672608403
pn_962,15665977492
pn_963,18696509911
pn_964,15158052092
pn_965,14535797326
pn_966,18045799880
pn_967,14580880526
pn_968,15210904413
pn_969,14530945089
pn_970,13768021742
pn_971,13070390379
pn_972,14748178134
pn_973,15971862293
pn_974,14728302267
pn_975,18162803021
pn_976,15716684659
pn_977,13883460897
pn_978,13111021499
pn_979,18084697596
pn_980,18602952577
pn_981,18516119680
pn_982,13192995900
pn_983,15027840061
pn_984,15612052961
pn_985,15350920672
pn_986,15931852571
pn_987,13609659046
pn_988,15174427735
pn_989,13897265892
pn_990,15546347818
pn_991,18544886473
pn_992,15201154304
pn_993,14593076184
pn_994,18503644277
pn_995,13875667085
pn_996,13148097640
pn_997,14593621643
pn_998,18984049120
pn_999,18201917395
pn_1000,14531774979
pn_1001,13873224475
pn_1002,18651182666
pn_1003,13275729892
pn_1004,13804619779
pn_1005,13932213411
pn_1006,18157368028
pn_1007,15639428447
pn_1008,18184929365
pn_1009,13679595485
pn_1010,18621980510
pn_1011,13129142977
pn_1012,13949897802
pn_1013,15643532529
pn_1014,14537700490
pn_1015,15817323495
pn_1016,18215979580
pn_1017,18625633279
pn_1018,13345957411
pn_1019,15299919677
pn_1020,18027780633
pn_1021,18632263297
pn_1022,13770119391
pn_1023,18111823323
pn_1024,13933260738
pn_1025,13843305519
pn_1026,13919610128
pn_1027,13540536358
pn_1028,15539849250
pn_1029,13148018737
pn_1030,15704962358
pn_1031,13692549114
pn_1032,13290810613
pn_1033,13735271771
pn_1034,15797452849
pn_1035,14768227511
pn_1036,15795457672
pn_1037,14508721675
pn_1038,14549964788
pn_1039,18915121068
pn_1040,13224517627
pn_1041,15637372183
pn_1042,13750408523
pn_1043,14507325443
pn_1044,13276618130
pn_1045,18279154837
pn_1046,15085252355
pn_1047,13820393591
pn_1048,14576740370
pn_1049,15671764922
pn_1050,15530236236
pn_1051,13889647546
pn_1052,15941520972
pn_1053,15940422317
pn_1054,14770974844
pn_1055,18689566974
pn_1056,13414748010
pn_1057,15631173729
pn_1058,13200011172
pn_1059,13972640947
pn_1060,15904196759
pn_1061,18070199787
pn_1062,15330165015
pn_1063,15690512858
pn_1064,13134285489
pn_1065,13912236132
pn_1066,18708366308
pn_1067,18623311172
pn_1068,13116154555
pn_1069,15821995426
pn_1070,13997379215
pn_1071,13261453855
pn_1072,18267181584
pn_1073,13352927023
pn_1074,13700210797
pn_1075,15332006898
pn_1076,13196263585
pn_1077,13277562741
pn_1078,18696072372
pn_1079,15993499559
pn_1080,13682522864
pn_1081,15072530425
pn_1082,18967927717
pn_1083,18952950060
pn_1084,13627475439
pn_1085,15671149838
pn_1086,18625742460
pn_1087,15060915999
pn_1088,18842351755
pn_1089,13066885397
pn_1090,18003900787
pn_1091,13615008413
pn_1092,18238856111
pn_1093,13631806585
pn_1094,18713215455
pn_1095,15879395619
pn_1096,13249369457
pn_1097,18566501109
pn_1098,14741603799
pn_1099,13332778617
pn_1100,18059055547
pn_1101,13638193514
pn_1102,14766984773
pn_1103,18845482580
pn_1104,15980660530
pn_1105,13590897121
pn_1106,14561444541
pn_1107,15915307717
pn_1108,15212217185
pn_1109,13046507460
pn_1110,14723841273
pn_1111,14588667505
pn_1112,18701609457
pn_1113,15698442781
pn_1114,13243000492
pn_1115,18004346765
pn_1116,14508710500
pn_1117,13578146430
pn_1118,18250748422
pn_1119,18296630198
pn_1120,15847306368
pn_1121,13895328867
pn_1122,18917587514
pn_1123,13647486972
pn_1124,18661153723
pn_1125,13609999131
pn_1126,15218113762
pn_1127,18238197874
pn_1128,13700789451
pn_1129,15293504922
pn_1130,13442159457
pn_1131,18266152810
pn_1132,15211952601
pn_1133,13530812680
pn_1134,18645946423
pn_1135,15598302280
pn_1136,15291173348
pn_1137,13676444055
pn_1138,18235344945
pn_1139,14509642668
pn_1140,13417169342
pn_1141,13312479072
pn_1142,13057355985
pn_1143,13896578132
pn_1144,18132134321
pn_1145,18691425495
pn_1146,15559102576
pn_1147,15181702358
pn_1148,14508161142
pn_1149,13452664334
pn_1150,13994785562
pn_1151,13408544937
pn_1152,13636263713
pn_1153,13416261480
pn_1154,18801386462
pn_1155,14587797753
pn_1156,14545609315
pn_1157,18561501348
pn_1158,13917338634
pn_1159,13469312012
pn_1160,13833792632
pn_1161,15109775497
pn_1162,13059994237
pn_1163,18588310424
pn_1164,15122012313
pn_1165,14540916271
pn_1166,13870411714
pn_1167,13563156350
pn_1168,14545594831
pn_1169,18917486452
pn_1170,15321329725
pn_1171,13335770069
pn_1172,15219314110
pn_1173,13735452058
pn_1174,13152897137
pn_1175,18023868757
pn_1176,13660523034
pn_1177,18140716859
pn_1178,15182697474
pn_1179,13064926875
pn_1180,13262829564
pn_1181,15672091378
pn_1182,13012873927
pn_1183,14778047804
pn_1184,15080571312
pn_1185,13419924374
pn_1186,14501720129
pn_1187,15752877820
pn_1188,14529128137
pn_1189,13213516264
pn_1190,14746748067
pn_1191,13469835688
pn_1192,13072429418
pn_1193,13347032185
pn_1194,14543491199
pn_1195,18944966573
pn_1196,14777059120
pn_1197,18690213088
pn_1198,15337012596
pn_1199,15876092673
pn_1200,18702973418
pn_1201,15886355174
pn_1202,18232121570
pn_1203,18704527613
pn_1204,13684763082
pn_1205,13874053783
pn_1206,18552670376
pn_1207,13196079158
pn_1208,18029531493
pn_1209,13993690829
pn_1210,18272619631
pn_1211,18532949380
pn_1212,13771567594
pn_1213,13144927227
pn_1214,14586476893
pn_1215,13001128266
pn_1216,13617014088
pn_1217,15360842498
pn_1218,18841330605
pn_1219,18533301157
pn_1220,15958456308
pn_1221,15072306434
pn_1222,15352290440
pn_1223,14553738238
pn_1224,18839780663
pn_1225,15673339055
pn_1226,18118356350
pn_1227,15567794829
pn_1228,18866621120
pn_1229,15164102445
pn_1230,18221092008
pn_1231,15505649120
pn_1232,15729871990
pn_1233,13559940475
pn_1234,13118177994
pn_1235,13478432996
pn_1236,15724738675
pn_1237,14598423472
pn_1238,13922474294
pn_1239,18266594599
pn_1240,15851171217
pn_1241,13971887828
pn_1242,13398779730
pn_1243,15282649108
pn_1244,15862279740
pn_1245,18604596997
pn_1246,13114107952
pn_1247,13009839989
pn_1248,15709875218
pn_1249,14543181596
pn_1250,18544432041
pn_1251,18935823728
pn_1252,15023950045
pn_1253,15837385257
pn_1254,13556638953
pn_1255,14709971176
pn_1256,13498064382
pn_1257,18826039808
pn_1258,13825359294
pn_1259,15780391275
pn_1260,15558563640
pn_1261,15779636959
pn_1262,18729043929
pn_1263,18211004734
pn_1264,13344395309
pn_1265,13326098776
pn_1266,14565351129
pn_1267,18026326287
pn_1268,13476729783
pn_1269,15773033551
pn_1270,13600918420
pn_1271,15381804715
pn_1272,15766120442
pn_1273,13105541016
pn_1274,13298566266
pn_1275,15684514024
pn_1276,18737925383
pn_1277,14716590787
pn_1278,15058764381
pn_1279,15888828111
pn_1280,18182351417
pn_1281,18015051638
pn_1282,18010917754
pn_1283,15363120635
pn_1284,15352144026
pn_1285,13622686898
pn_1286,18874921299
pn_1287,13368927498
pn_1288,13469718985
pn_1289,13878119691
pn_1290,14588949020
pn_1291,14547225014
pn_1292,14745842595
pn_1293,13457483797
pn_1294,15107780920
pn_1295,15542928079
pn_1296,15778825997
pn_1297,15721004489
pn_1298,18910793840
pn_1299,13934950831
pn_1300,18842596386
pn_1301,18949530053
pn_1302,13258008574
pn_1303,13259978717
pn_1304,18041628605
pn_1305,15584363989
pn_1306,15352197586
pn_1307,18830568881
pn_1308,18157331229
pn_1309,18788097589
pn_1310,13947244666
pn_1311,13643987935
pn_1312,15208530343
pn_1313,18952361183
pn_1314,13765582132
pn_1315,13975954482
pn_1316,18814805059
pn_1317,13778265902
pn_1318,18633706090
pn_1319,13609867969
pn_1320,13857293463
pn_1321,15350089768
pn_1322,15553478627
pn_1323,13043425348
pn_1324,13799110775
pn_1325,13958714010
pn_1326,18765926233
pn_1327,13126256983
pn_1328,15665170270
pn_1329,15708310220
pn_1330,13266883013
pn_1331,13856876135
pn_1332,13008182217
pn_1333,18826500488
pn_1334,18135802263
pn_1335,13329201040
pn_1336,13459685663
pn_1337,13624498490
pn_1338,15249638143
pn_1339,13172330851
pn_1340,15624644329
pn_1341,13567906034
pn_1342,18070382209
pn_1343,13800824534
pn_1344,13570840349
pn_1345,13142337363
pn_1346,15882721155
pn_1347,13893571998
pn_1348,15039067084
pn_1349,18865073021
pn_1350,13037916408
pn_1351,13621001335
pn_1352,18692934319
pn_1353,15623358827
pn_1354,18067828183
pn_1355,15561146697
pn_1356,15197790021
pn_1357,15816014865
pn_1358,13970506472
pn_1359,15507829196
pn_1360,15504678673
pn_1361,18668022256
