loan_application_id,person_id,address,degree,occupation,salary,is_risky,risk_profile,apply_agent_id,apply_date,application_id,approval_status,application_type,rejection_reason,applied_for_loan_start_time,name,gender,birthday
la_578,p_6,PSC\ 1823\ \ Box\ 5708\ APO\ AP\ 29206,PhD,Clinical\ cytogeneticist,533892,False,,422e8745b37f526ed3d4d8e8673de028,2006-06-11,d44be0b726a32647d74e97130a44ec48,Approved,Credit,,2006-06-11,Sherry Meyer,F,2001-12-05
la_785,p_6,29348\ Rachel\ Run\ Apt\.\ 910\ North\ Dennisstad\ \ NE\ 53490,Bachelor,Engineer\ \ building\ services,5148,False,,2702a7e5fcb9e7a72ae3706dc93962eb,1999-02-27,28c000f6e0b6d13a66c38f0ce60053ac,Approved,Credit,,1999-02-27,Sherry Meyer,F,2001-12-05
la_933,p_6,6304\ Brittany\ Crest\ Suite\ 176\ Port\ Leslieville\ \ MN\ 53306,Bachelor,Engineer\ \ structural,778697,False,,0936392c2601beb5fd64e768160f5908,2004-04-05,9f2165b378e93060b84408ce32707c73,Approved,Credit,,2004-04-05,Sherry Meyer,F,2001-12-05
la_1040,p_6,52334\ Michele\ Valleys\ Apt\.\ 083\ Mclaughlinfurt\ \ HI\ 47720,Bachelor,Immigration\ officer,316199,False,,c827faa06c3c975cf9a259f39531c67d,2013-06-17,1d6df72720ada66e453e6fd03f1e2e94,Rejected,Loan,Door a purpose I true central.,2013-06-17,Sherry Meyer,F,2001-12-05
la_1070,p_6,8802\ Angela\ Lights\ Suite\ 942\ Donnaview\ \ NM\ 28096,Master,Social\ research\ officer\ \ government,62760,False,,287c2cef69b577ffdecfb9245a552dad,2005-06-07,2d41432a593ad7163e2bfd16d1f84a85,Approved,Credit,,2005-06-07,Sherry Meyer,F,2001-12-05
la_1109,p_6,1399\ Poole\ Highway\ East\ Barbaratown\ \ ME\ 36652,PhD,Financial\ adviser,822014,False,,4293f85e66a3b27a6fb39a91673ed2e1,2002-01-13,53d3908403f9dbb90e33c2c835617cea,Approved,Loan,,2002-01-13,Sherry Meyer,F,2001-12-05
la_1147,p_6,USNV\ Jones\ FPO\ AP\ 99926,Bachelor,Technical\ sales\ engineer,315913,False,,baf9fcef4a3841855155aa6a4c2607ac,2010-01-08,1236c656bd8c18a981d1326277bd4d49,Approved,Credit,,2010-01-08,Sherry Meyer,F,2001-12-05
la_1175,p_6,81068\ Ruiz\ Mills\ Davidfurt\ \ MD\ 16584,Master,Corporate\ investment\ banker,510795,False,,9000effc293920e4ebc32d30763fd39e,2000-05-22,a35e25669dbe1c8634a6243b09cf74a4,Approved,Loan,,2000-05-22,Sherry Meyer,F,2001-12-05
la_1203,p_6,7857\ Bailey\ Walks\ South\ Linda\ \ MS\ 55118,PhD,Gaffer,543033,False,,4b84adbd804e81ae6c9730f284ea463b,2018-04-18,8792290ced08f9d417ef4e63d4fcc74f,Approved,Loan,,2018-04-18,Sherry Meyer,F,2001-12-05
la_1241,p_6,186\ Christina\ Views\ Apt\.\ 968\ North\ Lisa\ \ MO\ 56341,Bachelor,Textile\ designer,726527,False,,3bff64d0f18224abe200c2486bb0d52b,2007-02-25,f6e20b8907415152adbe994d070111c6,Approved,Loan,,2007-02-25,Sherry Meyer,F,2001-12-05
la_1432,p_6,PSC\ 0834\ \ Box\ 6207\ APO\ AE\ 98543,Master,Teacher\ \ English\ as\ a\ foreign\ language,698521,False,,88d22f718710ed4c7b3d2eba4fabe90c,1993-04-25,af5b5def4d1a80919c698e963af3acf1,Approved,Loan,,1993-04-25,Sherry Meyer,F,2001-12-05
la_1524,p_6,566\ Brittany\ Burg\ Apt\.\ 906\ Harriston\ \ IN\ 52279,Master,Scientist\ \ research\ \(life\ sciences\),192126,False,,c9cb430973131ff59a391bbf76a026a6,1998-02-18,a865256711edabe2f7e2100438241490,Approved,Loan,,1998-02-18,Sherry Meyer,F,2001-12-05
la_1654,p_6,492\ Garza\ Vista\ Fowlertown\ \ SD\ 36490,PhD,Production\ assistant\ \ radio,828781,False,,dafba038e243490ddea69b08ae1c035e,2013-08-04,01d4aa173088c7b8b248015668a57a07,Approved,Credit,,2013-08-04,Sherry Meyer,F,2001-12-05
la_1660,p_6,73632\ Rebecca\ Pass\ Apt\.\ 890\ New\ Josephchester\ \ IA\ 97162,PhD,Arboriculturist,571572,False,,a224813c8edcbc0e11607f506a82cded,2004-01-08,2debce3dcc454d97fa5fda5836f637c1,Approved,Loan,,2004-01-08,Sherry Meyer,F,2001-12-05
la_2006,p_6,USNS\ Evans\ FPO\ AA\ 72765,PhD,Programmer\ \ applications,105687,False,,d67eae22245a3bba189d7de4a7e34cfb,1994-07-27,5e9c553991d87b4ed2c834803234ffa9,Approved,Credit,,1994-07-27,Sherry Meyer,F,2001-12-05
la_2012,p_6,324\ Delgado\ Land\ Suite\ 637\ Campbellside\ \ VT\ 63082,Master,Visual\ merchandiser,448064,False,,c54ceff50ff3dcff17e1c968f770e1e9,2021-06-03,4759e9dde15dfccfe346bad8b613a4f8,Approved,Credit,,2021-06-03,Sherry Meyer,F,2001-12-05
la_2037,p_6,188\ Nicole\ Well\ Suite\ 199\ South\ Elizabeth\ \ TX\ 69919,PhD,Insurance\ underwriter,994911,False,,24c3f2b5dfdd6ba2fec0bf0e1153c367,1994-11-19,360c1e956570bacba8db4a43eba55e9c,Approved,Loan,,1994-11-19,Sherry Meyer,F,2001-12-05
la_2057,p_6,PSC\ 0351\ \ Box\ 0868\ APO\ AP\ 42975,Bachelor,Make,971548,False,,147b195f4e420335907e6d5adce8e2ff,2009-04-25,c0bba7ddb30f4737c19a000905d4a77e,Rejected,Loan,No across mind turn.,2009-04-25,Sherry Meyer,F,2001-12-05
la_2061,p_6,2096\ Patrick\ Forest\ Jonesside\ \ KY\ 56124,Bachelor,Early\ years\ teacher,256566,False,,70cd10da6d87a6c7bac264e52ebdf077,1993-10-22,b75a0c5f66ef81a8e82db85ef7007725,Approved,Loan,,1993-10-22,Sherry Meyer,F,2001-12-05
la_2082,p_6,008\ Samantha\ Union\ Suite\ 357\ Kimberlyburgh\ \ MS\ 15372,PhD,Solicitor\ \ Scotland,589667,False,,a03f2b9620ac83ea85eb38a7709c9589,2010-08-09,50f3b86474f77a0ae0fed18bd4a88e4f,Approved,Loan,,2010-08-09,Sherry Meyer,F,2001-12-05
la_2250,p_6,152\ Day\ Meadow\ Suite\ 201\ Taylorberg\ \ VT\ 70475,Bachelor,Therapist\ \ nutritional,806092,False,,9f1e26f82a3bd148a1516f659c559e7a,2008-02-18,4dce599c952216371587edfd677411c8,Approved,Credit,,2008-02-18,Sherry Meyer,F,2001-12-05
la_2265,p_6,USNV\ Castillo\ FPO\ AP\ 17297,PhD,Herpetologist,215044,False,,13a2f59477014b8867468a529e21d73d,2001-11-08,986b1aa994a159ef93004369bc967b7a,Approved,Credit,,2001-11-08,Sherry Meyer,F,2001-12-05
la_2294,p_6,254\ Chelsea\ Key\ Suite\ 118\ Colleenshire\ \ OK\ 83933,Bachelor,Manufacturing\ engineer,824526,False,,17102cbd6d6b2a9e3c9837f6507e5205,2008-01-08,07ce9a0d96ab25fcd015ed00135a16ab,Approved,Loan,,2008-01-08,Sherry Meyer,F,2001-12-05
la_2322,p_6,USNV\ Day\ FPO\ AE\ 47650,PhD,Therapist\ \ art,87182,False,,84c95baf90eaa1253024914ad274a7ae,2010-01-30,2f544449b4c1cac0e846cac08f2327c5,Approved,Credit,,2010-01-30,Sherry Meyer,F,2001-12-05
la_2387,p_6,46879\ Jenkins\ Village\ South\ Deborah\ \ MS\ 41136,Master,Surveyor\ \ minerals,436882,False,,2b1b6ed0ef5703e6ea9d9535f016c51e,2003-11-07,b003af7d68a8e3fe4f7b27afb248203f,Approved,Loan,,2003-11-07,Sherry Meyer,F,2001-12-05
la_2484,p_6,701\ Amanda\ Mill\ Suite\ 904\ Coopermouth\ \ MN\ 12237,PhD,Programmer\ \ applications,876496,False,,d253188bf35fc916585070221435f1bb,1995-12-14,467b0d169679f41fd15ae2655fd9fe92,Approved,Loan,,1995-12-14,Sherry Meyer,F,2001-12-05
la_2503,p_6,55274\ Charles\ Parkways\ Apt\.\ 876\ East\ Michaelhaven\ \ AR\ 48917,Bachelor,IT\ sales\ professional,265887,False,,c6e4b8f1c96c8429cce8fa4b751968eb,2002-04-29,c27c4c26688cfc2185438708638b6d4d,Approved,Loan,,2002-04-29,Sherry Meyer,F,2001-12-05
la_2644,p_6,1750\ Tiffany\ Groves\ Garyton\ \ OK\ 97186,Bachelor,Pilot\ \ airline,857820,False,,3cf00440f77d725273f7e24e84a5c5c5,2021-08-05,fa9cae6b6179285feba5c801f15a22f1,Approved,Credit,,2021-08-05,Sherry Meyer,F,2001-12-05
la_2737,p_6,996\ Mcconnell\ Manors\ Justinfort\ \ CA\ 12871,Master,Medical\ illustrator,476759,False,,dce1bb59ef456f517bc5b00f618ea236,1993-04-20,051e1ba99f08f37140d0e038e4eef736,Approved,Credit,,1993-04-20,Sherry Meyer,F,2001-12-05
la_2809,p_6,5288\ Perez\ Cove\ Paulastad\ \ TX\ 66678,Master,Psychiatric\ nurse,491605,False,,485e8e6a13808b37aa16bdb3072b2332,1998-11-18,1c662994d34208e9cb20fe3364c52b4d,Approved,Credit,,1998-11-18,Sherry Meyer,F,2001-12-05
la_3076,p_6,253\ Kirk\ Extensions\ Suite\ 303\ East\ Jeremyport\ \ NJ\ 55027,Bachelor,Engineering\ geologist,349535,False,,b0a84be1672668a3fc05c4bc58e917fd,2001-06-13,3d86ea74ee879834df1e7dc0837afe42,Approved,Loan,,2001-06-13,Sherry Meyer,F,2001-12-05
la_3111,p_6,362\ Riley\ Village\ Suite\ 378\ Foxshire\ \ NM\ 27242,Bachelor,Adult\ nurse,430934,False,,c67d503a49ce62024c31d44101b7cad9,2020-11-02,e9ec563e8dc6251a4f507d654f533614,Approved,Loan,,2020-11-02,Sherry Meyer,F,2001-12-05
la_3191,p_6,02259\ Franklin\ Station\ Suite\ 469\ Marcusfurt\ \ IL\ 58391,Master,Engineer\ \ site,91251,False,,7e5b6ef8e73bd142dd80fd20ed3bbf9a,1995-11-10,e34624baaf3747b474017a111146dddd,Approved,Loan,,1995-11-10,Sherry Meyer,F,2001-12-05
la_3470,p_6,0539\ Marshall\ Plains\ Suite\ 928\ Lake\ Dominiqueshire\ \ MT\ 88090,PhD,Scientist\ \ forensic,398299,False,,1c82d7fb2f1f0f6a85831cb632519fa6,2002-11-15,e07f6d5cba923875f50cbd80f76e9e41,Approved,Credit,,2002-11-15,Sherry Meyer,F,2001-12-05
la_3531,p_6,241\ Paul\ Views\ Apt\.\ 052\ West\ Michael\ \ KS\ 45120,PhD,Pharmacologist,236429,False,,5b6ddd7236712b48a4e82c870b58f103,2009-03-25,0c27c56ebeb7d789ad69e0e127ef654a,Approved,Credit,,2009-03-25,Sherry Meyer,F,2001-12-05
la_3618,p_6,85513\ Joseph\ Lakes\ Suite\ 468\ Priceberg\ \ SC\ 94841,Master,Forest/woodland\ manager,507948,False,,2fa77a0f0ff9e262aca16730fce62ee3,2018-06-22,86335a817542d17a3bbfc725d08f6dc2,Approved,Loan,,2018-06-22,Sherry Meyer,F,2001-12-05
la_3778,p_6,23971\ Martin\ Station\ Davidbury\ \ NY\ 31829,Bachelor,Editor\ \ magazine\ features,219529,False,,ceb1d65d9b227d8e2d477569848c4fc3,2019-09-03,2fd3beca82da3edccd751127469b7c5a,Approved,Credit,,2019-09-03,Sherry Meyer,F,2001-12-05
la_3820,p_6,81874\ Proctor\ Manor\ New\ Robertshire\ \ ID\ 15894,Master,Surveyor\ \ insurance,304859,False,,1ce5ebf89dc3b9007c89a7b02ba934c2,1997-02-13,7cec2488b66deb64793917c6c1b4a9fa,Approved,Loan,,1997-02-13,Sherry Meyer,F,2001-12-05
la_4351,p_6,0088\ Travis\ Points\ Natashaland\ \ NJ\ 03607,Bachelor,Risk\ manager,629777,False,,708bc1f349beae06d7c8571fe9ba16fa,2000-09-22,b55db0021889e0801329b3366f71e797,Approved,Loan,,2000-09-22,Sherry Meyer,F,2001-12-05
la_4379,p_6,2754\ Ross\ Drive\ Apt\.\ 355\ Johnborough\ \ NY\ 64768,Bachelor,Futures\ trader,902894,False,,eb4c6e6a8e1ead98c0691d30bb97f87a,2002-10-09,fd611baf9588d7debdfade7ed6d84983,Approved,Credit,,2002-10-09,Sherry Meyer,F,2001-12-05
la_4770,p_6,Unit\ 9562\ Box\ 8714\ DPO\ AE\ 06871,Master,Transport\ planner,362175,False,,799014ab52ef87cd2ef3b52e2764a3c1,1997-11-09,4850fe88bc8337c2390215fb93af55b6,Approved,Credit,,1997-11-09,Sherry Meyer,F,2001-12-05
la_4829,p_6,6126\ Long\ Course\ Lake\ Patricia\ \ RI\ 22954,Master,Scientific\ laboratory\ technician,919258,False,,a0fd0c6193288522ca4b42b4c0b7e8ce,2001-09-27,a61f54f37ba654d81cfcc6e7f770d09b,Approved,Credit,,2001-09-27,Sherry Meyer,F,2001-12-05
la_8,p_6999,05931\ Morgan\ Shoal\ Johnsonberg\ \ NE\ 69239,Master,Scientist\ \ research\ \(life\ sciences\),496870,False,,50576be5c44d8c51bd75cf00c3a931c4,1998-07-02,bc9f5d84054c78dacefa66d004153bc6,Approved,Loan,,1998-07-02,Kevin Burgess,M,1993-12-18
la_9,p_5947,625\ Kim\ Cliffs\ Suite\ 793\ Thompsonhaven\ \ WY\ 36975,Master,Producer\ \ television/film/video,832085,False,,70ac479459cbb4927b4ce409b0573f98,1995-07-04,10822a03e254ab32a870b5376e4ca436,Approved,Loan,,1995-07-04,Julie Mooney,F,1974-06-14
la_10,p_17084,249\ Eric\ Row\ Lake\ Angel\ \ HI\ 42776,Bachelor,Psychologist\ \ sport\ and\ exercise,255937,False,,29091141faa71eb490a9614b20ce384e,2000-08-29,72053c22e4c3086fd1f30254bbb8efcd,Approved,Credit,,2000-08-29,William Buck,F,1921-03-16
la_11,p_14895,7323\ Mays\ Bridge\ North\ Megan\ \ AZ\ 82261,PhD,Pharmacologist,415334,False,,3c6e90f2ca50a353b782cb795f1ba959,2022-01-16,e4e938d2b0029fc5208e5068b35a1cd8,Approved,Credit,,2022-01-16,Christine Hayes,M,1910-10-11
la_12,p_1,3435\ Jensen\ Stravenue\ Suite\ 113\ Buchananberg\ \ VA\ 91023,PhD,Fashion\ designer,569938,False,,987f15e735623d8b488e7773b8259af9,1995-09-27,08bbfe1e7aadf32880b6bb3017e018fa,Approved,Loan,,1995-09-27,Jennifer Rosario,M,1970-04-02
la_21,p_1,8665\ James\ Crossroad\ Suite\ 338\ Lake\ Charles\ \ MT\ 78644,Master,Sports\ development\ officer,962872,False,,61c8b13cb2f20f3d425abc24cbd6c15b,2000-01-31,a945dc6e71282182c2de25dd96801384,Approved,Loan,,2000-01-31,Jennifer Rosario,M,1970-04-02
la_24,p_1,401\ Osborne\ Trail\ Kimbury\ \ NV\ 52303,Master,Pharmacologist,716797,False,,32285aae6e05b639a59614a918f2f484,2022-01-03,7358a69b27ddae65cb83a666b9dc8a3b,Approved,Loan,,2022-01-03,Jennifer Rosario,M,1970-04-02
la_25,p_1,5963\ Bell\ Hills\ Apt\.\ 468\ North\ Shelly\ \ TX\ 55147,Bachelor,Analytical\ chemist,701349,False,,dbcead45f70858d674af6a6bf23faa88,2014-11-05,f869ae34c803e59cfb92fa3d566a10da,Approved,Loan,,2014-11-05,Jennifer Rosario,M,1970-04-02
la_52,p_1,95798\ Carlos\ Spring\ Debraview\ \ VA\ 95450,Master,Adult\ guidance\ worker,815801,False,,110412426f75931e9e8e2e461db60143,2003-07-13,9a5b7f0b278690dae0c9940dbfd80753,Approved,Loan,,2003-07-13,Jennifer Rosario,M,1970-04-02
la_65,p_1,0908\ Porter\ Vista\ South\ Abigailfurt\ \ MN\ 57869,Master,Sales\ professional\ \ IT,91522,False,,db7273d1c23cafdc50c4388df4133cc3,2020-10-13,381e81b7d032f79dfaa38ee57fa4fe77,Approved,Credit,,2020-10-13,Jennifer Rosario,M,1970-04-02
la_66,p_1,48481\ Austin\ Cliff\ Apt\.\ 197\ Port\ Katieside\ \ LA\ 31294,Master,Probation\ officer,537288,False,,5c344772ad75ccfe336a8dd04190f571,2010-05-12,2c5eddb1306b64d4a83f1c99a62acc48,Approved,Loan,,2010-05-12,Jennifer Rosario,M,1970-04-02
la_74,p_1,4691\ Nicholas\ Island\ Patrickshire\ \ OH\ 76837,PhD,Data\ scientist,218051,False,,437fa54c3abd3b0b7a5d4bf359d3b77a,2021-03-19,52f06fccb6c823b54cca118be705dfaa,Approved,Loan,,2021-03-19,Jennifer Rosario,M,1970-04-02
la_100,p_1,0339\ Jones\ Avenue\ Suite\ 972\ Adamfort\ \ KY\ 44851,PhD,Sales\ professional\ \ IT,416803,False,,455c6d1c92c322ab39f5607b528cac8f,1997-12-04,9cd889d1a10046ddb5426f01592cc9c0,Approved,Credit,,1997-12-04,Jennifer Rosario,M,1970-04-02
la_120,p_1,503\ Jonathan\ Walks\ North\ Christophertown\ \ MN\ 85290,Bachelor,Phytotherapist,148988,False,,fe8ee0abb2ad33231b7f6e9306e8657c,2017-11-06,e6bb9bd9d0b2ac1f5d3a10874c7ae6b6,Approved,Credit,,2017-11-06,Jennifer Rosario,M,1970-04-02
la_140,p_1,684\ Lewis\ Mills\ Dudleyborough\ \ OH\ 71177,PhD,Chief\ Executive\ Officer,73089,False,,0dfc55ddba178c2c1701c08bae306d94,1996-01-05,62cf3f499a9e171ecb5ae2b4e327e51f,Approved,Credit,,1996-01-05,Jennifer Rosario,M,1970-04-02
la_144,p_1,684\ Gomez\ Squares\ Williamfort\ \ DC\ 58675,Bachelor,Analytical\ chemist,993030,False,,d036c25b04cdc978a9634ff52365ae48,1995-01-14,62f588aaaf207a14e3fefa0dba6107ce,Approved,Loan,,1995-01-14,Jennifer Rosario,M,1970-04-02
la_152,p_1,6173\ Jason\ Vista\ Cynthiafort\ \ IN\ 39983,PhD,Outdoor\ activities/education\ manager,774343,False,,a91ae08446d4a27b3ad483ad63dba48f,2000-08-21,52697058f41f4e90ef3b53499f1e4c17,Approved,Credit,,2000-08-21,Jennifer Rosario,M,1970-04-02
la_176,p_1,08293\ Benjamin\ Meadow\ Suite\ 918\ East\ David\ \ NH\ 06341,Master,Hydrographic\ surveyor,748069,False,,740909a034e35960b9eae5291797008e,2006-04-05,73f6d184631b9a604eafdccfeeaf8c4d,Approved,Loan,,2006-04-05,Jennifer Rosario,M,1970-04-02
la_179,p_1,371\ Terry\ Point\ Suite\ 451\ West\ Meaganbury\ \ PA\ 32678,Master,Trade\ mark\ attorney,319407,False,,d0782bd0e60248d1c3ec924f41d4d195,2013-03-16,0befb69e678204217a19399bebaec9ba,Approved,Loan,,2013-03-16,Jennifer Rosario,M,1970-04-02
la_199,p_1,464\ David\ Cove\ Apt\.\ 808\ New\ Jeffreyfort\ \ GA\ 07489,Master,Drilling\ engineer,609580,False,,80f5f22b396713d0b32faa51a4f28186,2021-04-22,3c9b2c30b73cf58091713c2ca3b6fb76,Approved,Loan,,2021-04-22,Jennifer Rosario,M,1970-04-02
la_201,p_1,8574\ Kenneth\ Canyon\ Ericaborough\ \ LA\ 40318,Bachelor,Civil\ Service\ fast\ streamer,356716,False,,b5ce34e46fc36d4d753d038f74cb2832,2006-01-28,8b4128909d73190b0516d4010f00abc7,Approved,Credit,,2006-01-28,Jennifer Rosario,M,1970-04-02
la_214,p_1,237\ Wiley\ Neck\ Jesseborough\ \ MO\ 68360,Bachelor,Mining\ engineer,719236,False,,4033ed9230cf77c979ad9704597d8bd2,2002-05-19,d627e80d84ea47e672a851344704efe5,Approved,Credit,,2002-05-19,Jennifer Rosario,M,1970-04-02
la_218,p_1,728\ Reid\ Land\ Suite\ 662\ South\ Andreastad\ \ SD\ 55287,PhD,Herbalist,618223,False,,c066e0725b8c29618af9e97744348b7e,1996-11-10,f4b6d3f8ae18d40f3e1023511e6f560a,Approved,Loan,,1996-11-10,Jennifer Rosario,M,1970-04-02
la_224,p_1,Unit\ 3121\ Box\ 5741\ DPO\ AA\ 91628,Bachelor,Journalist\ \ broadcasting,627371,False,,2d5cfe404e0f5f5ce4634c8f35ece791,2019-09-04,9e251b2400e95aa132d341e8a1d20706,Approved,Loan,,2019-09-04,Jennifer Rosario,M,1970-04-02
la_228,p_1,67078\ Tommy\ Ways\ Changhaven\ \ ID\ 19072,Bachelor,Hotel\ manager,203204,False,,c50af2864ec67433d99dfb97e8d1b253,2015-05-15,d67b2ef80afe5d07782228f4cf1dbc4c,Approved,Loan,,2015-05-15,Jennifer Rosario,M,1970-04-02
la_234,p_1,20660\ Cindy\ Unions\ Carneychester\ \ IN\ 95252,Bachelor,Psychologist\ \ prison\ and\ probation\ services,581383,False,,a3f37f50712aa9fa99c8c93e33f11c61,2017-10-30,8c786f67705fd95d2c9abbe143a0e1f1,Approved,Loan,,2017-10-30,Jennifer Rosario,M,1970-04-02
la_236,p_1,636\ Hernandez\ Drive\ Suite\ 035\ Port\ Toniberg\ \ IL\ 83590,Master,Ceramics\ designer,809598,False,,d19e0c03cece0e45c538aa4e89fb6694,1993-04-18,4ae565e17c2dbb2d9f4cb0b8087ded5b,Approved,Credit,,1993-04-18,Jennifer Rosario,M,1970-04-02
la_243,p_1,449\ Shelton\ Roads\ Apt\.\ 345\ Christopherton\ \ VT\ 41097,Bachelor,Diplomatic\ Services\ operational\ officer,214692,False,,52b15afc14720abb5e025c1ae5dbdcbb,1998-05-29,a43d110e9497e83f0c55ace6767194b1,Approved,Loan,,1998-05-29,Jennifer Rosario,M,1970-04-02
la_244,p_1,470\ Yolanda\ Villages\ Beckberg\ \ MN\ 27196,Bachelor,Leisure\ centre\ manager,367219,False,,1dd298a8bed2b8774d18d0b32ef7b993,2016-04-23,aa561eadd94e5f5ea2ee40e960aaa675,Approved,Loan,,2016-04-23,Jennifer Rosario,M,1970-04-02
la_248,p_1,6428\ Farrell\ Groves\ Suite\ 168\ South\ Dawn\ \ ND\ 69736,PhD,Therapist\ \ music,56042,False,,3a501a9f36183c537fdf837c72abc9e1,1994-09-24,c46af40bce131efbf30ecbbcd9895525,Approved,Loan,,1994-09-24,Jennifer Rosario,M,1970-04-02
la_249,p_1,708\ Mullen\ Crescent\ Suite\ 410\ Lake\ Connie\ \ MT\ 86248,PhD,Broadcast\ presenter,572964,False,,e4fa8286935016e948e642eda22bbf23,2019-09-26,e0d40b59fee324db7e5b78848d2d55c1,Approved,Credit,,2019-09-26,Jennifer Rosario,M,1970-04-02
la_259,p_1,9451\ David\ Skyway\ Suite\ 258\ Brownborough\ \ FL\ 92582,Master,Emergency\ planning/management\ officer,326554,False,,47947da588965cf85743197402f2a53d,1993-07-25,83b9869b4475e85a2d984a309adb99e1,Approved,Loan,,1993-07-25,Jennifer Rosario,M,1970-04-02
la_262,p_1,978\ Johnson\ Vista\ Suite\ 800\ North\ Alice\ \ IA\ 78122,Bachelor,Media\ planner,216535,False,,39c481185c4148169fc2d93798093945,2019-12-26,f53f90ba380936434f9fa9391df12fbf,Approved,Credit,,2019-12-26,Jennifer Rosario,M,1970-04-02
la_264,p_1,2551\ Isaac\ Forest\ Port\ Thomas\ \ KS\ 16771,Bachelor,Public\ relations\ account\ executive,920875,False,,640bc5fd9201899f51b39c50ad36a87f,2011-12-29,fbb8ebe1fe5dcff5d4999b4599610ecf,Approved,Loan,,2011-12-29,Jennifer Rosario,M,1970-04-02
la_265,p_1,USS\ Johnston\ FPO\ AA\ 46396,Bachelor,Health\ physicist,772060,False,,0fee1cbf26d83c37cf7158e088448779,2003-08-13,dcd65cca8b7b35d968f32f2dd7715dee,Approved,Credit,,2003-08-13,Jennifer Rosario,M,1970-04-02
la_281,p_1,044\ Joshua\ Islands\ East\ Stacey\ \ DC\ 17255,Master,Chemical\ engineer,343326,False,,981e580357d3aaa10eb17985e2a7c5e2,2016-12-27,01d6ddccf54ad9ff9ea1f108b9596148,Approved,Credit,,2016-12-27,Jennifer Rosario,M,1970-04-02
la_282,p_1,0233\ Shannon\ Alley\ Suite\ 743\ Austinburgh\ \ OR\ 60546,Master,Intelligence\ analyst,250657,False,,8cc99944f383388afc6ad2906184e9b0,2015-09-24,8a3652d4e713a26ea51b1633d5232e7c,Approved,Loan,,2015-09-24,Jennifer Rosario,M,1970-04-02
